male_time_decay,female_time_decay
0.7567567567567568,0
0.812933025404157,0
0.8911452889353442,0
0.9172353764837965,0
0.9274098077710315,0
0.9437966439909565,0
0.9515984697510569,0
0.9580662491545745,0
0.07320475643049078,0
0.5670638034244437,0
0.8837300992010866,0
0.9142119050491478,0
0.9250655659169578,1.0
0.9250655659169578,0.6428571428571429
0.9250655659169579,0.887780548628429
0.9250655659169579,0.9363107406824972
0.9250655659169579,0.8769115456872804
0.9250655659169579,0.9175074424878894
0.9250655659169579,0.930400223263991
0.9250655659169579,0.9188011956419256
0.9250655659169579,0.9402260651176866
0.9250655659169579,0.9500362544876698
0.9250655659169579,0.9148554207260976
0.9250655659169578,0.9154051938648506
1.0,0.9215499260716253
1.0,0.9215499260716253
1.0,0.9215499260716252
1.0,0.9215499260716253
1.0,0.9215499260716253
1.0,0.9215499260716252
1.0,0.9215499260716253
1.0,0.9215499260716253
1.0,0.9215499260716252
1.0,0.9215499260716252
0.9248466339038586,0.9215499260716253
0.9488247391289324,0.9215499260716253
0.967680834436965,0.9215499260716253
0.9751587919562136,0.9215499260716252
0.9771850329702603,0.9215499260716253
0.9400095800826039,0.9215499260716252
0.9058186635583144,0.9215499260716253
0.9209900347021843,0.9215499260716253
0.9149823434324927,0.9215499260716253
0.93833293807755,0.9215499260716254
0.966747065146014,0.9215499260716253
0.9801655302099131,0.9215499260716253
0.9851904446844604,0.9215499260716253
0.9892056365237425,0.9215499260716253
0.9900183239132162,0.9215499260716253
0.9913872484118017,0.9215499260716253
0.9929666725810791,0.9215499260716253
0.9934437735135931,0.9215499260716253
0.9951316669765929,0.9215499260716253
0.9958536326506219,0.9215499260716253
0.9972032344394033,0.9215499260716252
0.9975106497822422,0.9215499260716253
0.9979922988216664,0.9215499260716252
0.9984796116845644,0.9215499260716253
0.9701122029283761,0.9215499260716252
0.9718121697285803,0.9215499260716252
0.9868047305755738,0.9215499260716252
0.9957038222631541,0.9215499260716252
0.9968976220393025,0.9215499260716253
0.8965793433302031,0.9215499260716253
0.881844436416134,0.9215499260716253
0.9255006443667494,0.9215499260716253
0.9006007171129536,0.9215499260716253
0.7695457683502351,0.9215499260716252
0.7794496058238575,0.9215499260716253
0.7977947967511914,0.9215499260716253
0.8071743693197547,0.9215499260716252
0.8314922695421162,0.9215499260716253
0.8198158380809528,0.9215499260716252
0.8043167633339752,0.9215499260716253
0.8414786794331517,0.9215499260716252
0.8650677813254612,0.9215499260716253
0.8962721945058723,0.9215499260716252
0.7923214713078034,0.9215499260716253
0.8223185668931768,0.9215499260716252
0.8743634905782619,0.9215499260716252
0.8743634905782618,5.7428879035830717e-39
0.8743634905782619,0.5263157894736842
0.8743634905782618,0.6839186691312384
0.8743634905782618,0.725614265757252
0.8743634905782618,0.7160360963052915
0.8743634905782618,0.7340743799364902
0.8743634905782619,0.6735996828667052
0.8743634905782618,0.7269506448605487
0.8743634905782618,0.7890063369261093
0.8743634905782619,0.8315448458030636
0.8743634905782618,0.8440235992482226
0.8743634905782619,0.8236514164714188
0.8743634905782619,0.8880222993538806
0.8743634905782619,0.8684839820459498
0.8743634905782618,0.8909434619707021
0.8743634905782618,0.9185079437577705
0.8743634905782619,0.9054873316833653
0.8743634905782618,0.8461279868228982
0.8743634905782619,0.8544916346333201
0.8743634905782618,0.8485616711396341
0.13254195539245542,0.8573269637173119
0.6354008376591874,0.8573269637173118
0.7739962842529918,0.8715994016624659
0.8319677633509218,0.8468177876906118
0.8146244214136669,0.8468177876906118
0.856648135409441,0.8468177876906119
0.8499177078225698,0.8535178931034313
0.835815309091535,0.787326521575649
0.8604043663445751,0.7518912948864411
0.8602575118466009,0.6972893641592702
0.8484745570428103,0.6653360334715006
0.8266828995562905,0.6516873915810854
0.7978270494849553,0.5894216758907443
0.7985109574476736,0.6219759288721539
0.7787815672957576,0.6525829028425296
0.7761928993476489,0.6266615123931064
0.7887418017586239,0.6417712440750416
0.7806473024909352,0.657187133702794
0.7901954462123825,0.6744812788346569
0.7901954462123824,0.6917591288584347
0.7901954462123825,0.7089253836202496
0.7901954462123825,0.6916118352569628
0.7901954462123825,0.6040169891376753
0.7901954462123825,0.5539230099063395
0.7901954462123825,0.591560575339387
0.7901954462123825,0.5737384919764186
0.805366222008845,0.5314483449957845
0.8229297203741267,0.5314483449957845
0.854145850713416,0.5314483449957845
0.778690263500138,0.5999497767175991
0.818066559315657,0.5999497767175991
0.8180665593156571,0.6793410828341329
0.732756724169652,0.7704507264835778
0.7652237928786473,0.7704507264835779
0.7958443248594629,0.7704507264835778
0.8717791173269155,0.7704507264835779
0.9082727253643228,0.7704507264835777
0.9439317067419766,0.7704507264835778
0.8928320967772925,0.7704507264835778
0.8655173574422723,0.7704507264835778
0.8943994331528128,0.7704507264835778
0.925252310925627,0.7704507264835778
0.9488583482213306,0.7704507264835778
0.9347771494085224,0.7704507264835778
0.9385761490078112,0.7704507264835779
0.8910012443896727,0.7704507264835779
0.8285794327184348,0.7704507264835778
0.8210782618524458,0.7704507264835778
0.8355222899598934,0.7704507264835777
0.87542870080939,0.7704507264835778
0.8841718007928935,0.7704507264835778
0.9016946265202467,0.7704507264835777
0.8756365026025482,0.7704507264835778
0.8780791654432265,0.7704507264835778
0.8953835817243833,0.7704507264835778
0.8800741041651307,0.7704507264835777
0.8696863425734662,0.7704507264835778
0.8662731372588275,0.7704507264835778
0.8202159520929019,0.7704507264835778
0.8136606766622819,0.7704507264835778
0.8011379958560898,0.7704507264835778
0.806987413612452,0.7704507264835778
0.7667097481016386,0.7704507264835778
0.761941217165991,0.7704507264835778
0.771902893081954,0.7704507264835778
