male_time_decay_dynamic,female_time_decay_dynamic
0.8349381017881705,0.8161434977578476
0.8039299995700219,0.7844197333660995
0.759790108372111,0.8000610465658419
0.7544859579079172,0.7876611503120899
0.7632142121950515,0.7885815956032072
0.7622850292407656,0.7806241457025884
0.7698862644726319,0.7711645291689857
0.7743812830683392,0.7694302487160666
0.77998702293811,0.7601042873493821
0.7813679820125293,0.7600142187750829
0.7873649531364615,0.7553376087708753
0.7915033814459027,0.7462305313061222
0.7960022431994032,0.7474388157924606
0.7958712632384778,0.7502521810454553
0.7987921230873933,0.7607497020758243
0.8008067067426979,0.7523675502460485
0.7983517609832836,0.7569754816970546
0.801303331064343,0.7681255443552663
0.8016958178839062,0.7573786378972869
0.8045704704462779,0.756620047253734
0.8084608358022538,0.7696370573854104
0.8094532206838567,0.7741577364479241
0.8109114460929951,0.7797767923278285
0.8115381997071,0.7795739555431094
0.8138271709697629,0.7872168574887352
0.8163446242872926,0.7895635684833915
0.8136144338128888,0.7895635684833915
0.8046920543129431,0.7971238144820608
0.8058968573504758,0.7987180845150796
0.8054154241039824,0.7988396661468964
0.8068648487110224,0.7967602880243189
0.8084390597646511,0.7970015555180693
0.8106778265531454,0.7979109136039242
0.8135327576495353,0.7981853543750873
0.8142264126831925,0.7994890985454665
0.8101973798663306,0.79933933428572
0.8155877590080634,0.7953432099829864
0.8137371494260476,0.7953432099829865
0.8162358526155136,0.7953432099829864
0.8152352503268023,0.7953432099829865
0.8164383019604531,0.7953432099829865
0.81937803113796,0.7953432099829864
0.8232184712083045,0.7953432099829865
0.8232184712083045,0.7953432099829865
0.8232669127092824,0.7948146584407388
0.8219465470663199,0.7948146584407387
0.8151507406603634,0.7917955584611156
0.821661689387864,0.7844266512302552
0.8102888385871728,0.7941657669599256
0.7759871961035706,0.7893870231209837
0.7790965317957327,0.7893870231209837
0.7854465901567654,0.7913141526122527
0.7916443882355029,0.7997086427567476
0.7962508379899064,0.7854929437972769
0.8126011050884236,0.799489492942578
0.8108433358974859,0.807650212972872
0.813070806564315,0.8201611939844039
0.8131072081032996,0.8198520329223704
0.815959706486357,0.8257608134160282
0.8204502366191897,0.8257022906321781
0.8238918461460142,0.8332275917175093
0.8269394522875334,0.8365371033650985
0.8232086652987209,0.8479506134436988
0.8247106847274088,0.8479506134436988
0.8259499717630971,0.8477780605047779
0.8279451100530946,0.8475197737526302
0.8279878088801186,0.8507208576661659
0.8281889090565648,0.8501705325161057
0.8279064962251955,0.8502758535231096
0.8280894712873426,0.8502758535231096
0.8305959942898845,0.8455119430536673
0.8336015477151324,0.8428847329070945
0.8351713274149817,0.8376595980884644
0.8340108022167134,0.8390190280161005
0.833954698894248,0.8377749083245032
0.834249027641814,0.8380858584101623
0.8345695141130075,0.8301523538641545
0.8352656655647515,0.8289538602968622
0.8352959466953267,0.8293522712719015
0.8356065901005119,0.8300015685043007
0.832721782076624,0.8230406798578591
0.8327440903496123,0.8227437951780812
0.8327440903496123,0.8227437951780812
0.8329606997379791,0.822743795178081
0.8330456981143615,0.8227437951780812
0.8327495699555886,0.824267006429027
0.8319897316976437,0.8247499045002555
0.8322913226689536,0.8247499045002555
0.827840029198814,0.8411585091745678
0.8287647955142972,0.840367721942025
0.8283054269142074,0.8397981516455839
0.8224238574962162,0.8397981516455839
0.8225406561125168,0.8397981516455839
0.8238571474474533,0.8381766621094544
0.819464778088781,0.8381946259652971
0.8220789276494623,0.838194625965297
0.8225555207910116,0.838194625965297
0.823495660986299,0.8381946259652971
0.8185721535032092,0.8352162744706889
0.8244903916542901,0.8350655934902628
0.8245751030051963,0.8290269477198595
0.8245217015606637,0.829364976557789
0.8221317373965006,0.828769553730899
0.815398484169161,0.8335740779607641
0.8108970139768599,0.8181548504991892
0.8098961164571093,0.8203672436700301
0.813387379461839,0.8219787950025671
0.8092639733114316,0.8201994365265158
0.8066622706137532,0.8201896222639746
0.8083124692291196,0.8158223119677708
0.8082485439414904,0.8144162543547304
0.8087999555020894,0.8142569821529658
0.8083900882856744,0.8150324820248991
0.8063938074148332,0.8157175685262205
0.8065146500614734,0.8157188879438968
0.8040369912181535,0.8156446407884259
0.8033946015312647,0.8130449811463245
0.8011025869525391,0.8138951873443759
0.7984149514067292,0.8166013806233167
0.8021635562621884,0.8131070303591926
0.8006640484236426,0.8142232448350355
0.8005707460558976,0.8142232448350355
0.8032776497702224,0.8142232448350356
0.8020295082694547,0.812837754833373
0.8014908365801613,0.8124472433609737
0.8012857536813999,0.702371531895803
0.8000328768094619,0.707472082665742
0.79721981979761,0.711819076645637
0.7986504209267172,0.7140438247214701
0.7959994428339676,0.714184260319311
0.7900984348606979,0.7179962151880488
0.7895589390916302,0.718237016780306
0.7900316739671174,0.7178418976018709
0.7898050991245793,0.723701448537973
0.7884421870164605,0.7238992056239755
0.790877418403246,0.724317735507868
0.7893400200455658,0.7253921274976314
0.7924342193800572,0.7281600614011606
0.792818347506916,0.7276002187948009
0.7936484535845123,0.7276002187948009
0.7940565117831706,0.7209814525989078
0.7918152843077622,0.7209814525989078
0.7910831286249093,0.7200569788260192
0.7850883957806355,0.7234101288416723
0.7838436680937334,0.7247116587444037
0.7840937584907509,0.7247116587444037
0.7842624262112258,0.741887442447573
0.7839499553541956,0.747822470098501
0.7838373787656255,0.7490484327109634
0.7838206206811665,0.7565505318569715
0.7967916443650798,0.7689932206020684
0.7981805047462218,0.7787341126001751
0.7993252411513884,0.7771790189356895
0.7990103273313187,0.7771790189356895
0.8005654337941487,0.7645139638530936
0.7969519156035445,0.7547884485247706
0.7918639463562607,0.7547884485247706
0.7933026139875536,0.7547884485247706
0.7885939098495789,0.7560728351512819
0.7878898391429544,0.7662541151252468
0.7745357778996391,0.7677045753630981
0.771008421431397,0.7701550233973006
0.771473172864017,0.770383096949429
0.7743139156683159,0.7663468109374851
0.7736039991695803,0.7677140271951421
0.7714444765942955,0.7697099552015454
0.7721316480339699,0.7694361752395728
0.770369460089883,0.7696863022712156
0.768412373049774,0.7682531140924848
0.7593084334198164,0.7671595956386075
0.762573228576265,0.7680716576304655
0.7641836116192602,0.7685891599787845
0.7642139260664831,0.7687385954104436
0.7683867040232996,0.7682115203439661
0.7676772309241708,0.7673348591300896
0.7745685296348698,0.7678002661490845
0.7741091219867406,0.7516210028537748
0.7742950481100888,0.7481215993797921
0.7749940172513516,0.7439072016416319
0.7749003825876652,0.74268953727293
0.7728633654769076,0.7416098734054939
0.7725434726364767,0.7388025604899121
0.7730071562288814,0.7377026248562129
0.7731129225518287,0.7373771023172958
0.7744460926534722,0.7368351342292729
0.7749562734708794,0.7380079438916585
0.7727222215411959,0.7380079438916586
0.7726046824295733,0.7391392075762638
0.7802466621258578,0.7482888878095614
0.7802466621258578,0.7482888878095614
0.7706227638463025,0.7655604087992011
0.7704529061185245,0.7557294335678847
0.7796324447823029,0.7492760323483758
0.7771046352110653,0.7445920912722437
0.7759158178564987,0.7421345357762887
0.7742653115538898,0.7418909702498249
0.7754114295451946,0.7450231786603746
0.7753891389577613,0.745444081158296
0.7741802991879226,0.7503392573324152
0.7751904848085942,0.7517915147467518
0.7760244241390071,0.7517890785507584
0.7744823823409769,0.7523224969104652
0.7736250570657872,0.7496572811078699
0.7757527678563038,0.7494620204385958
0.7759159618500099,0.7349266539456637
0.7756372161122386,0.7350654438885663
0.7759389117746126,0.7338572884192393
0.7741778055156582,0.7316522375258306
0.7715025263636741,0.7306883140594135
0.7618904343657169,0.7327670059833941
0.7646050667211016,0.7330226096396351
0.7655647311118846,0.734931421941421
0.7654495022308403,0.7346033839741568
0.766376682612936,0.7352826490248009
