year,name,percent,sex,predicted_gender
2009,Jacob,0.009992,male,male
2009,Isabella,0.011023,female,female
2009,Ethan,0.009362,male,male
2009,Emma,0.008846,female,female
2009,Michael,0.008938,male,male
2009,Olivia,0.008615,female,female
2009,Alexander,0.008603,male,male
2009,Sophia,0.008373,female,female
2009,William,0.008455,male,male
2009,Ava,0.007842,female,female
2009,Joshua,0.008328,male,male
2009,Emily,0.007586,female,female
2009,Daniel,0.008278,male,male
2009,Madison,0.007531,female,female
2009,Jayden,0.008158,male,male
2009,Abigail,0.00711,female,female
2009,Noah,0.008139,male,male
2009,Chloe,0.005885,female,female
2009,Christopher,0.007715,male,male
2009,Mia,0.005647,female,female
2009,Anthony,0.007696,male,male
2009,Elizabeth,0.005456,female,female
2009,Aiden,0.007558,male,male
2009,Addison,0.005268,female,male
2009,Matthew,0.007545,male,male
2009,Alexis,0.004909,female,male
2009,David,0.007287,male,male
2009,Samantha,0.004773,female,female
2009,Joseph,0.007042,male,male
2009,Ella,0.00477,female,female
2009,Andrew,0.007013,male,male
2009,Natalie,0.00465,female,female
2009,Logan,0.006822,male,male
2009,Grace,0.004108,female,female
2009,James,0.006703,male,male
2009,Lily,0.004001,female,female
2009,Benjamin,0.006189,male,male
2009,Alyssa,0.003938,female,female
2009,Ryan,0.006185,male,male
2009,Ashley,0.00386,female,female
2009,Elijah,0.006051,male,male
2009,Sarah,0.003846,female,female
2009,Gabriel,0.006051,male,male
2009,Taylor,0.003747,female,female
2009,Christian,0.005965,male,male
2009,Hannah,0.003742,female,female
2009,Samuel,0.005735,male,male
2009,Brianna,0.003634,female,female
2009,Nathan,0.00572,male,male
2009,Hailey,0.003615,female,female
2009,John,0.005719,male,male
2009,Kaylee,0.003565,female,female
2009,Jackson,0.005718,male,male
2009,Lillian,0.003388,female,female
2009,Tyler,0.005446,male,male
2009,Anna,0.003364,female,female
2009,Jonathan,0.005369,male,male
2009,Leah,0.003354,female,female
2009,Dylan,0.005361,male,male
2009,Allison,0.003251,female,female
2009,Caleb,0.005186,male,male
2009,Victoria,0.003144,female,female
2009,Nicholas,0.00512,male,male
2009,Avery,0.003111,female,male
2009,Gavin,0.005065,male,male
2009,Gabriella,0.003036,female,female
2009,Mason,0.005041,male,male
2009,Nevaeh,0.003022,female,female
2009,Evan,0.004849,male,male
2009,Kayla,0.002886,female,female
2009,Landon,0.004794,male,male
2009,Sofia,0.002814,female,female
2009,Angel,0.004646,male,male
2009,Brooklyn,0.0028,female,female
2009,Brandon,0.004643,male,male
2009,Riley,0.002784,female,male
2009,Lucas,0.004536,male,male
2009,Savannah,0.002767,female,female
2009,Isaac,0.004507,male,male
2009,Evelyn,0.002758,female,female
2009,Isaiah,0.004363,male,male
2009,Aubrey,0.002671,female,female
2009,Jack,0.004258,male,male
2009,Peyton,0.002626,female,female
2009,Jose,0.004157,male,male
2009,Alexa,0.002623,female,female
2009,Kevin,0.004139,male,male
2009,Makayla,0.002601,female,female
2009,Jordan,0.004084,male,male
2009,Layla,0.002573,female,female
2009,Justin,0.004068,male,male
2009,Lauren,0.00257,female,female
2009,Luke,0.004065,male,male
2009,Zoe,0.002544,female,female
2009,Brayden,0.004057,male,male
2009,Sydney,0.002499,female,female
2009,Liam,0.00404,male,male
2009,Audrey,0.002474,female,female
2009,Carter,0.003853,male,male
2009,Julia,0.002467,female,female
2009,Owen,0.003841,male,male
2009,Jasmine,0.002411,female,female
2009,Connor,0.00382,male,male
2009,Arianna,0.002391,female,female
2009,Zachary,0.003813,male,male
2009,Claire,0.002383,female,female
2009,Aaron,0.003763,male,male
2009,Brooke,0.00237,female,female
2009,Robert,0.003696,male,male
2009,Amelia,0.002322,female,female
2009,Hunter,0.003653,male,male
2009,Destiny,0.002279,female,female
2009,Thomas,0.003643,male,male
2009,Morgan,0.002278,female,male
2009,Cameron,0.003601,male,male
2009,Bella,0.00224,female,female
2009,Adrian,0.0036,male,male
2009,Madelyn,0.002221,female,female
2009,Wyatt,0.003492,male,male
2009,Katherine,0.002189,female,female
2009,Chase,0.003484,male,male
2009,Maya,0.002169,female,female
2009,Julian,0.003482,male,male
2009,Kylie,0.002168,female,female
2009,Austin,0.003437,male,male
2009,Aaliyah,0.002161,female,female
2009,Charles,0.003435,male,male
2009,Madeline,0.002124,female,female
2009,Jeremiah,0.00341,male,male
2009,Sophie,0.002107,female,female
2009,Jason,0.003264,male,male
2009,Kimberly,0.002087,female,female
2009,Juan,0.002964,male,male
2009,Kaitlyn,0.002078,female,female
2009,Xavier,0.00293,male,male
2009,Charlotte,0.00207,female,female
2009,Luis,0.002896,male,male
2009,Alexandra,0.002057,female,female
2009,Sebastian,0.002825,male,male
2009,Maria,0.002043,female,female
2009,Henry,0.002781,male,male
2009,Jocelyn,0.002032,female,female
2009,Aidan,0.00274,male,male
2009,Valeria,0.002021,female,female
2009,Ian,0.002739,male,male
2009,Andrea,0.002006,female,female
2009,Adam,0.002675,male,male
2009,Trinity,0.001989,female,female
2009,Nathaniel,0.002559,male,male
2009,Zoey,0.001974,female,female
2009,Diego,0.002554,male,male
2009,Gianna,0.001945,female,female
2009,Brody,0.002543,male,male
2009,Mackenzie,0.001927,female,female
2009,Jesus,0.00254,male,male
2009,Jessica,0.001877,female,female
2009,Carlos,0.002536,male,male
2009,Faith,0.001859,female,female
2009,Tristan,0.002523,male,male
2009,Camila,0.001845,female,female
2009,Dominic,0.002514,male,male
2009,Autumn,0.001833,female,female
2009,Cole,0.002489,male,male
2009,Ariana,0.001825,female,female
2009,Alex,0.002439,male,male
2009,Genesis,0.001812,female,female
2009,Cooper,0.002392,male,male
2009,Payton,0.0018,female,male
2009,Levi,0.002367,male,male
2009,Bailey,0.001799,female,female
2009,Josiah,0.002365,male,male
2009,Angelina,0.001796,female,female
2009,Carson,0.002357,male,male
2009,Caroline,0.00179,female,female
2009,Ayden,0.002356,male,male
2009,Mariah,0.001778,female,female
2009,Blake,0.002334,male,male
2009,Rachel,0.001772,female,female
2009,Eli,0.002317,male,male
2009,Katelyn,0.001764,female,female
2009,Hayden,0.002295,male,male
2009,Vanessa,0.001738,female,female
2009,Bryan,0.00229,male,male
2009,Molly,0.001733,female,female
2009,Colton,0.002249,male,male
2009,Melanie,0.001722,female,female
2009,Brian,0.002195,male,male
2009,Serenity,0.00172,female,female
2009,Eric,0.00219,male,male
2009,Khloe,0.001708,female,female
2009,Parker,0.002181,male,male
2009,Gabrielle,0.00169,female,female
2009,Sean,0.002046,male,male
2009,Mya,0.001685,female,female
2009,Oliver,0.002022,male,male
2009,Paige,0.001685,female,female
2009,Kyle,0.00197,male,male
2009,Eva,0.001676,female,female
2009,Miguel,0.001967,male,male
2009,Isabelle,0.001633,female,female
2009,Jaden,0.001966,male,male
2009,Lucy,0.001571,female,female
2009,Kaden,0.001916,male,male
2009,Mary,0.001565,female,female
2009,Caden,0.001897,male,male
2009,Natalia,0.001537,female,female
2009,Max,0.001866,male,male
2009,Michelle,0.001521,female,female
2009,Antonio,0.001845,male,male
2009,Megan,0.00151,female,female
2009,Steven,0.001805,male,male
2009,Sara,0.001503,female,female
2009,Riley,0.001787,male,male
2009,Naomi,0.001501,female,female
2009,Kaleb,0.001785,male,male
2009,Ruby,0.001492,female,female
2009,Timothy,0.001776,male,male
2009,Jennifer,0.001476,female,female
2009,Brady,0.001765,male,male
2009,Isabel,0.001473,female,female
2009,Bryce,0.001749,male,male
2009,Sadie,0.001469,female,female
2009,Jesse,0.001735,male,male
2009,Stephanie,0.001444,female,female
2009,Colin,0.001724,male,male
2009,Jada,0.001432,female,female
2009,Richard,0.001703,male,male
2009,Gracie,0.001415,female,female
2009,Ashton,0.00168,male,male
2009,Kennedy,0.001414,female,male
2009,Joel,0.00168,male,male
2009,Lilly,0.001399,female,female
2009,Victor,0.001671,male,male
2009,Rylee,0.001398,female,female
2009,Micah,0.00167,male,male
2009,Lydia,0.001396,female,female
2009,Vincent,0.001647,male,male
2009,Nicole,0.001368,female,female
2009,Preston,0.001633,male,male
2009,Liliana,0.00131,female,female
2009,Alejandro,0.001623,male,male
2009,Jenna,0.001301,female,female
2009,Nolan,0.001621,male,male
2009,London,0.001299,female,male
2009,Marcus,0.001607,male,male
2009,Haley,0.001295,female,female
2009,Jaxon,0.0016,male,male
2009,Jordyn,0.001278,female,female
2009,Devin,0.001596,male,male
2009,Adriana,0.00127,female,female
2009,Jake,0.001596,male,male
2009,Stella,0.001265,female,female
2009,Damian,0.001579,male,male
2009,Reagan,0.001254,female,male
2009,Eduardo,0.001573,male,male
2009,Jayla,0.001253,female,female
2009,Patrick,0.001533,male,male
2009,Jade,0.00123,female,female
2009,Santiago,0.001474,male,male
2009,Amy,0.001227,female,female
2009,Oscar,0.001469,male,male
2009,Hayden,0.001222,female,male
2009,Maxwell,0.001452,male,male
2009,Rebecca,0.001219,female,female
2009,Giovanni,0.001448,male,male
2009,Kendall,0.001193,female,male
2009,Collin,0.001442,male,male
2009,Giselle,0.001187,female,female
2009,Cody,0.001415,male,male
2009,Laila,0.001175,female,female
2009,Ivan,0.00141,male,male
2009,Daniela,0.001167,female,female
2009,Edward,0.001407,male,male
2009,Melissa,0.001154,female,female
2009,Kayden,0.001398,male,male
2009,Valerie,0.001145,female,female
2009,Seth,0.001388,male,male
2009,Gabriela,0.001133,female,female
2009,Jeremy,0.001387,male,male
2009,Violet,0.001117,female,female
2009,Gage,0.001361,male,male
2009,Keira,0.001116,female,female
2009,Alan,0.001342,male,male
2009,Angela,0.001116,female,female
2009,Cayden,0.001296,male,male
2009,Katie,0.001111,female,female
2009,Emmanuel,0.001291,male,male
2009,Reese,0.001104,female,male
2009,Grant,0.001286,male,male
2009,Ellie,0.001104,female,female
2009,Ryder,0.001283,male,male
2009,Ashlyn,0.001083,female,female
2009,Jonah,0.001282,male,male
2009,Piper,0.001082,female,female
2009,Peyton,0.001278,male,female
2009,Kylee,0.001076,female,female
2009,Trevor,0.001257,male,male
2009,Marley,0.001072,female,male
2009,Hudson,0.00125,male,male
2009,Jordan,0.001035,female,male
2009,Kenneth,0.001231,male,male
2009,Daisy,0.001025,female,female
2009,Bryson,0.001231,male,male
2009,Briana,0.001024,female,female
2009,Mark,0.001216,male,male
2009,Juliana,0.001024,female,female
2009,Omar,0.001202,male,male
2009,Lyla,0.001022,female,female
2009,Jorge,0.001186,male,male
2009,Mckenzie,0.001019,female,female
2009,Conner,0.001178,male,male
2009,Annabelle,0.001016,female,female
2009,Nicolas,0.001174,male,male
2009,Jillian,0.001007,female,female
2009,Elias,0.001172,male,male
2009,Aliyah,0.000983,female,female
2009,Tanner,0.001157,male,male
2009,Kate,0.000982,female,female
2009,Paul,0.001145,male,male
2009,Leslie,0.000979,female,female
2009,Miles,0.001133,male,male
2009,Izabella,0.000975,female,female
2009,Cristian,0.001132,male,male
2009,Brooklynn,0.000972,female,female
2009,George,0.001123,male,male
2009,Jacqueline,0.000972,female,female
2009,Leonardo,0.001116,male,male
2009,Vivian,0.00097,female,female
2009,Asher,0.001109,male,male
2009,Amanda,0.000967,female,female
2009,Malachi,0.001108,male,male
2009,Diana,0.00096,female,female
2009,Jace,0.001105,male,male
2009,Lila,0.000955,female,female
2009,Derek,0.001088,male,male
2009,Shelby,0.000955,female,female
2009,Kaiden,0.001086,male,male
2009,Danielle,0.000954,female,female
2009,Ricardo,0.001086,male,male
2009,Scarlett,0.000949,female,female
2009,Jaiden,0.00107,male,male
2009,Adrianna,0.000946,female,female
2009,Grayson,0.001065,male,male
2009,Alana,0.00094,female,female
2009,Andres,0.001064,male,male
2009,Harper,0.00094,female,male
2009,Braxton,0.001056,male,male
2009,Summer,0.000938,female,female
2009,Jaylen,0.001053,male,male
2009,Makenzie,0.000937,female,female
2009,Wesley,0.001043,male,male
2009,Catherine,0.000933,female,female
2009,Travis,0.001037,male,male
2009,Angel,0.000929,female,male
2009,Shane,0.001005,male,male
2009,Alivia,0.000904,female,female
2009,Fernando,0.001003,male,male
2009,Mikayla,0.000903,female,female
2009,Abraham,0.000994,male,male
2009,Aniyah,0.000902,female,female
2009,Maddox,0.000991,male,male
2009,Ana,0.000901,female,female
2009,Jude,0.000988,male,male
2009,Miranda,0.000895,female,female
2009,Francisco,0.000983,male,male
2009,Marissa,0.000887,female,female
2009,Garrett,0.000971,male,male
2009,Amber,0.000876,female,female
2009,Braden,0.000959,male,male
2009,Skylar,0.000874,female,female
2009,Alexis,0.000952,male,male
2009,Cheyenne,0.000874,female,female
2009,Javier,0.000951,male,male
2009,Jayden,0.000872,female,male
2009,Damien,0.000949,male,male
2009,Margaret,0.000872,female,female
2009,Lincoln,0.000949,male,male
2009,Miley,0.000857,female,female
2009,Peter,0.000948,male,male
2009,Delilah,0.000842,female,female
2009,Erick,0.000945,male,male
2009,Julianna,0.000842,female,female
2009,Edwin,0.000933,male,male
2009,Eliana,0.000839,female,female
2009,Josue,0.000932,male,male
2009,Malia,0.000839,female,female
2009,Camden,0.000924,male,male
2009,Erin,0.000837,female,female
2009,Manuel,0.000921,male,male
2009,Elena,0.000832,female,female
2009,Bradley,0.00092,male,male
2009,Sierra,0.000828,female,female
2009,Rylan,0.00092,male,male
2009,Sienna,0.000827,female,female
2009,Mario,0.000914,male,male
2009,Nora,0.000825,female,female
2009,Cesar,0.000906,male,male
2009,Clara,0.000814,female,female
2009,Stephen,0.000904,male,male
2009,Alexandria,0.000811,female,female
2009,Edgar,0.0009,male,male
2009,Josephine,0.000803,female,female
2009,Sawyer,0.000894,male,male
2009,Amaya,0.000789,female,female
2009,Jaxson,0.000879,male,male
2009,Valentina,0.000783,female,female
2009,Hector,0.00087,male,male
2009,Breanna,0.000781,female,female
2009,Johnathan,0.000868,male,male
2009,Ariel,0.000777,female,male
2009,Roman,0.000866,male,male
2009,Eden,0.000775,female,female
2009,Trenton,0.000865,male,male
2009,Tessa,0.000775,female,female
2009,Landen,0.000864,male,male
2009,Alicia,0.000771,female,female
2009,Shawn,0.000852,male,male
2009,Jazmin,0.000762,female,female
2009,Leo,0.000849,male,male
2009,Elise,0.000753,female,female
2009,Israel,0.000838,male,male
2009,Haylee,0.000751,female,female
2009,Brendan,0.000831,male,male
2009,Kelsey,0.000751,female,female
2009,Kai,0.000829,male,male
2009,Kathryn,0.000749,female,female
2009,Jared,0.000827,male,male
2009,Sabrina,0.000746,female,female
2009,Donovan,0.000821,male,male
2009,Carly,0.000745,female,female
2009,Jeffrey,0.000811,male,male
2009,Mckenna,0.000744,female,female
2009,Spencer,0.000799,male,male
2009,Aurora,0.000735,female,female
2009,Braylon,0.000799,male,male
2009,Eleanor,0.000734,female,female
2009,Andy,0.000783,male,male
2009,Mariana,0.000731,female,female
2009,Raymond,0.000777,male,male
2009,Alexia,0.000727,female,female
2009,Andre,0.000776,male,male
2009,Christina,0.000726,female,female
2009,Ty,0.000775,male,male
2009,Lola,0.000723,female,female
2009,Avery,0.000769,male,male
2009,Cadence,0.00072,female,female
2009,Ezekiel,0.000761,male,male
2009,Jazmine,0.00072,female,female
2009,Tucker,0.00076,male,male
2009,Addyson,0.000719,female,female
2009,Kingston,0.00076,male,male
2009,Melody,0.000717,female,female
2009,Sergio,0.000757,male,male
2009,Alison,0.000715,female,female
2009,Keegan,0.000753,male,male
2009,Alondra,0.000715,female,female
2009,Mateo,0.000752,male,male
2009,Kayleigh,0.000715,female,female
2009,Drake,0.000748,male,male
2009,Karen,0.000708,female,female
2009,Calvin,0.000743,male,male
2009,Hope,0.000706,female,female
2009,Griffin,0.000734,male,male
2009,Chelsea,0.000706,female,female
2009,Erik,0.000733,male,male
2009,Maggie,0.000705,female,female
2009,Martin,0.000719,male,male
2009,Laura,0.000697,female,female
2009,Zane,0.000717,male,male
2009,Allie,0.000695,female,female
2009,Chance,0.000716,male,male
2009,Bianca,0.00069,female,female
2009,Tyson,0.000703,male,male
2009,Jayda,0.00069,female,female
2009,Troy,0.000701,male,male
2009,Kendra,0.000687,female,female
2009,Dalton,0.000696,male,male
2009,Kara,0.000686,female,female
2009,Zion,0.000694,male,male
2009,Leila,0.000686,female,female
2009,Brennan,0.000691,male,male
2009,Delaney,0.000686,female,female
2009,Harrison,0.000691,male,male
2009,Ryleigh,0.000684,female,female
2009,Marco,0.00069,male,male
2009,Makenna,0.000676,female,female
2009,Lukas,0.000683,male,male
2009,Cassidy,0.00067,female,female
2009,Xander,0.000682,male,male
2009,Brielle,0.000666,female,female
2009,Dominick,0.000679,male,male
2009,Nadia,0.000664,female,female
2009,Gregory,0.000673,male,male
2009,Camryn,0.000664,female,female
2009,Roberto,0.000668,male,male
2009,Callie,0.000654,female,female
2009,Maximus,0.000658,male,male
2009,Alina,0.000652,female,female
2009,Cash,0.000655,male,male
2009,Allyson,0.00065,female,female
2009,Dakota,0.000653,male,male
2009,Alaina,0.00065,female,female
2009,Silas,0.000649,male,male
2009,Harmony,0.00064,female,female
2009,Aden,0.000647,male,male
2009,Penelope,0.00064,female,female
2009,Easton,0.000645,male,male
2009,Kaydence,0.000635,female,female
2009,Malik,0.000641,male,male
2009,Abby,0.000633,female,female
2009,Johnny,0.000634,male,male
2009,Caitlyn,0.000632,female,female
2009,Ezra,0.000634,male,male
2009,Alice,0.00063,female,female
2009,Rafael,0.000633,male,male
2009,Fernanda,0.000629,female,female
2009,Quinn,0.000632,male,male
2009,Lexi,0.00062,female,female
2009,Skyler,0.000629,male,male
2009,Kelly,0.000618,female,female
2009,Simon,0.000629,male,male
2009,Sasha,0.000618,female,female
2009,Graham,0.000626,male,male
2009,Esther,0.000617,female,female
2009,Caiden,0.000626,male,male
2009,Kyla,0.000616,female,female
2009,Axel,0.000622,male,male
2009,Caylee,0.000616,female,female
2009,Myles,0.000615,male,male
2009,Leilani,0.000614,female,female
2009,Emanuel,0.000608,male,male
2009,Cecilia,0.000609,female,female
2009,Kyler,0.000606,male,male
2009,Caitlin,0.000601,female,female
2009,Weston,0.000604,male,male
2009,Ashlynn,0.0006,female,female
2009,Pedro,0.000602,male,male
2009,Mallory,0.000598,female,female
2009,Emiliano,0.000601,male,male
2009,Presley,0.000596,female,male
2009,Aaden,0.000598,male,male
2009,Heaven,0.000596,female,female
2009,Drew,0.000596,male,male
2009,Kyra,0.000593,female,female
2009,Clayton,0.000595,male,male
2009,Alejandra,0.000592,female,female
2009,Charlie,0.000592,male,male
2009,Fatima,0.000592,female,female
2009,Kameron,0.000592,male,male
2009,Teagan,0.00059,female,female
2009,Theodore,0.000584,male,male
2009,Dakota,0.00059,female,male
2009,Devon,0.000582,male,male
2009,Alayna,0.000586,female,female
2009,Corbin,0.000577,male,male
2009,Eliza,0.000584,female,female
2009,Amir,0.000573,male,male
2009,Veronica,0.000579,female,female
2009,Marcos,0.000572,male,male
2009,Tiffany,0.000577,female,female
2009,Luca,0.000565,male,male
2009,Maddison,0.000575,female,female
2009,Ruben,0.000565,male,male
2009,Jasmin,0.000575,female,female
2009,Fabian,0.000553,male,male
2009,Crystal,0.000573,female,female
2009,Colby,0.000543,male,male
2009,Kiara,0.000572,female,female
2009,Dawson,0.000543,male,male
2009,Macy,0.000572,female,female
2009,Angelo,0.000542,male,male
2009,Aubree,0.000571,female,female
2009,Zander,0.000541,male,male
2009,Camille,0.00057,female,female
2009,Anderson,0.000539,male,male
2009,Genevieve,0.000569,female,female
2009,Grady,0.000538,male,male
2009,Nina,0.000568,female,female
2009,Dante,0.000537,male,male
2009,Madilyn,0.000565,female,female
2009,Frank,0.000537,male,male
2009,Kamryn,0.000559,female,female
2009,Dillon,0.000533,male,male
2009,Angelica,0.000556,female,female
2009,Adan,0.000531,male,male
2009,Hazel,0.000556,female,female
2009,Corey,0.00053,male,male
2009,Karina,0.000553,female,female
2009,Joaquin,0.000527,male,male
2009,Heidi,0.000552,female,female
2009,Derrick,0.000526,male,male
2009,Kira,0.000552,female,female
2009,Elliot,0.000524,male,male
2009,Maliyah,0.000552,female,female
2009,Taylor,0.000516,male,female
2009,Karla,0.000551,female,female
2009,Amari,0.000513,male,male
2009,Esmeralda,0.000549,female,female
2009,Brock,0.000512,male,male
2009,Guadalupe,0.000549,female,female
2009,Armando,0.000511,male,male
2009,Joanna,0.000546,female,female
2009,Trent,0.000507,male,male
2009,Carmen,0.000546,female,female
2009,Dean,0.0005,male,male
2009,Cora,0.000542,female,female
2009,Tristen,0.0005,male,male
2009,Aniya,0.000536,female,female
2009,Julio,0.0005,male,male
2009,Lucia,0.000536,female,female
2009,Lane,0.000496,male,male
2009,Miriam,0.000531,female,female
2009,Enrique,0.000495,male,male
2009,Jamie,0.000526,female,male
2009,Bennett,0.000494,male,male
2009,Daniella,0.000524,female,female
2009,Declan,0.000493,male,male
2009,Courtney,0.000524,female,female
2009,Allen,0.000489,male,male
2009,Josie,0.000522,female,female
2009,Braydon,0.000487,male,male
2009,Kyleigh,0.000521,female,female
2009,Emilio,0.000484,male,male
2009,Fiona,0.000519,female,female
2009,Trey,0.000482,male,male
2009,Ximena,0.000519,female,female
2009,Julius,0.00048,male,male
2009,Willow,0.000519,female,female
2009,Raul,0.000479,male,male
2009,Emely,0.000515,female,female
2009,Dustin,0.000475,male,male
2009,Iris,0.000512,female,female
2009,Jameson,0.000474,male,male
2009,Katelynn,0.000508,female,female
2009,Danny,0.000473,male,male
2009,Paisley,0.000505,female,female
2009,Gael,0.000473,male,male
2009,Juliet,0.000505,female,female
2009,Everett,0.00047,male,male
2009,Ivy,0.000504,female,female
2009,Randy,0.00047,male,male
2009,Emerson,0.000502,female,male
2009,Gerardo,0.000468,male,male
2009,Phoebe,0.000502,female,female
2009,Judah,0.000468,male,male
2009,Selena,0.000502,female,female
2009,Jakob,0.000466,male,male
2009,Luna,0.000501,female,female
2009,Cade,0.000465,male,male
2009,Cassandra,0.0005,female,female
2009,Cohen,0.000464,male,male
2009,Anastasia,0.000499,female,female
2009,Paxton,0.000462,male,male
2009,Lindsey,0.000498,female,female
2009,Payton,0.000458,male,male
2009,Savanna,0.000497,female,female
2009,Keith,0.000456,male,male
2009,Madeleine,0.000494,female,female
2009,Abel,0.000455,male,male
2009,Kailey,0.000494,female,female
2009,Jaime,0.000454,male,male
2009,Analia,0.000492,female,female
2009,Rowan,0.000451,male,male
2009,Kaelyn,0.000492,female,female
2009,Darius,0.00045,male,male
2009,Angie,0.000491,female,female
2009,Emmett,0.00045,male,male
2009,Janiyah,0.000491,female,female
2009,Holden,0.00045,male,male
2009,Georgia,0.000485,female,female
2009,Lorenzo,0.00045,male,male
2009,Joselyn,0.000484,female,female
2009,Jasper,0.000446,male,male
2009,Madalyn,0.000482,female,female
2009,Dallas,0.00044,male,male
2009,Emery,0.000481,female,male
2009,Felix,0.000437,male,male
2009,Monica,0.00048,female,female
2009,Phillip,0.000437,male,male
2009,Rylie,0.000479,female,female
2009,Ronald,0.000436,male,male
2009,Bethany,0.000476,female,female
2009,Finn,0.000434,male,male
2009,Kiera,0.000475,female,female
2009,Scott,0.000433,male,male
2009,Norah,0.000474,female,female
2009,Pablo,0.000429,male,male
2009,Brynn,0.000469,female,female
2009,Jayson,0.000429,male,male
2009,Isla,0.000467,female,female
2009,Cruz,0.000427,male,male
2009,Dulce,0.000466,female,female
2009,Greyson,0.000426,male,male
2009,Erica,0.000466,female,female
2009,Reid,0.000426,male,male
2009,Jaelyn,0.000465,female,female
2009,Elliott,0.000422,male,male
2009,Rose,0.000464,female,female
2009,Leland,0.000422,male,male
2009,Julissa,0.000462,female,female
2009,Brenden,0.00042,male,male
2009,Kaylie,0.000459,female,female
2009,Brayan,0.000418,male,male
2009,Adeline,0.000456,female,female
2009,Louis,0.000417,male,male
2009,Julie,0.000454,female,female
2009,Ryker,0.000416,male,male
2009,Ruth,0.000452,female,female
2009,Jayce,0.000412,male,male
2009,April,0.000451,female,female
2009,Saul,0.000409,male,male
2009,Audrina,0.000448,female,female
2009,Ismael,0.000407,male,male
2009,Cameron,0.000448,female,male
2009,Chris,0.000406,male,male
2009,Madisyn,0.000444,female,female
2009,Mitchell,0.000403,male,male
2009,Tatiana,0.000442,female,female
2009,Nehemiah,0.000402,male,male
2009,Kiley,0.000442,female,female
2009,Jalen,0.0004,male,male
2009,Cynthia,0.000441,female,female
2009,Dennis,0.000397,male,male
2009,Anya,0.000439,female,female
2009,Donald,0.000395,male,male
2009,Rebekah,0.000439,female,female
2009,Gustavo,0.000395,male,male
2009,Ciara,0.000439,female,female
2009,Zackary,0.000393,male,male
2009,Hadley,0.000438,female,male
2009,Casey,0.000391,male,male
2009,Lilah,0.000437,female,female
2009,Phoenix,0.000389,male,male
2009,Talia,0.000435,female,female
2009,Jimmy,0.000388,male,male
2009,Michaela,0.000432,female,female
2009,Colt,0.000387,male,male
2009,Londyn,0.00043,female,female
2009,Dane,0.000386,male,male
2009,Lia,0.000429,female,female
2009,Jerry,0.000386,male,male
2009,Lilliana,0.000427,female,female
2009,Ali,0.000385,male,male
2009,Nayeli,0.000427,female,female
2009,Braeden,0.000385,male,male
2009,Kaylin,0.000427,female,female
2009,Rodrigo,0.000383,male,male
2009,Erika,0.000426,female,female
2009,Arthur,0.000383,male,male
2009,Madelynn,0.000426,female,female
2009,Jonas,0.000383,male,male
2009,Adalyn,0.000425,female,female
2009,Quentin,0.00038,male,male
2009,Baylee,0.000425,female,female
2009,Tony,0.00038,male,male
2009,Raegan,0.000425,female,female
2009,Keaton,0.000378,male,male
2009,Danica,0.000425,female,female
2009,Mathew,0.000377,male,male
2009,Annie,0.000423,female,female
2009,Arturo,0.000376,male,male
2009,Holly,0.000423,female,female
2009,Esteban,0.000376,male,male
2009,Paola,0.000421,female,female
2009,Walter,0.000372,male,male
2009,Lizbeth,0.000413,female,female
2009,Desmond,0.000372,male,male
2009,Jazlyn,0.000412,female,female
2009,Rocco,0.00037,male,male
2009,Janiya,0.000411,female,female
2009,Mauricio,0.00037,male,male
2009,Jane,0.000411,female,female
2009,Jett,0.000369,male,male
2009,Carolina,0.000409,female,female
2009,Larry,0.000369,male,male
2009,Helen,0.000408,female,female
2009,Alberto,0.000368,male,male
2009,Rihanna,0.000408,female,female
2009,Moises,0.000368,male,male
2009,Danna,0.000403,female,female
2009,Curtis,0.000362,male,male
2009,Serena,0.000402,female,female
2009,Brett,0.000361,male,male
2009,Jimena,0.000398,female,female
2009,Darren,0.000361,male,male
2009,Nyla,0.000396,female,female
2009,Philip,0.000361,male,male
2009,Shayla,0.000396,female,female
2009,Colten,0.000357,male,male
2009,Tatum,0.000393,female,female
2009,Landyn,0.000355,male,male
2009,Ayla,0.000392,female,female
2009,Beau,0.000354,male,male
2009,Sage,0.000392,female,male
2009,Zayden,0.000351,male,male
2009,Marlee,0.00039,female,female
2009,Gunner,0.000351,male,male
2009,Emilia,0.00039,female,female
2009,Izaiah,0.00035,male,male
2009,Itzel,0.00039,female,female
2009,Byron,0.000348,male,male
2009,Sarai,0.000388,female,female
2009,Marshall,0.000347,male,male
2009,Kadence,0.000387,female,female
2009,Uriel,0.000346,male,male
2009,Natasha,0.000387,female,female
2009,Jamari,0.000345,male,male
2009,Madyson,0.000386,female,female
2009,Albert,0.000345,male,male
2009,Janelle,0.000386,female,female
2009,Alec,0.000344,male,male
2009,Brenda,0.000385,female,female
2009,Hugo,0.000341,male,male
2009,Lyric,0.000385,female,male
2009,Orlando,0.000339,male,male
2009,Adelyn,0.000384,female,female
2009,Jay,0.000339,male,male
2009,Kimora,0.000384,female,female
2009,Kade,0.000339,male,male
2009,Paris,0.000383,female,male
2009,Romeo,0.000339,male,male
2009,Imani,0.000382,female,female
2009,Braylen,0.000337,male,male
2009,Priscilla,0.000381,female,female
2009,Beckett,0.000336,male,male
2009,Ainsley,0.000381,female,female
2009,Bryant,0.000336,male,male
2009,Macie,0.00038,female,female
2009,Marvin,0.000333,male,male
2009,Estrella,0.000379,female,female
