year,name,fraction,sex,rank
2011,Wesley,0.001218,m,156
2011,Alaina,0.001032,f,156
2011,Roman,0.001214,m,157
2011,Aria,0.001024,f,157
2011,Devin,0.001213,m,158
2011,Valerie,0.001011,f,158
2011,Mark,0.001196,m,159
2011,Haley,0.001007,f,159
2011,Camden,0.001187,m,160
2011,Elena,0.001001,f,160
2011,Kaiden,0.001185,m,161
2011,Catherine,0.000999,f,161
2011,Oscar,0.001171,m,162
2011,Elise,0.000999,f,162
2011,Malachi,0.001158,m,163
2011,Lila,0.000992,f,163
2011,Alan,0.001153,m,164
2011,Megan,0.000988,f,164
2011,George,0.001141,m,165
2011,Gabriela,0.000986,f,165
2011,Peyton,0.001129,m,166
2011,Jada,0.00098,f,166
2011,Leo,0.001107,m,167
2011,Daisy,0.000977,f,167
2011,Nicolas,0.001103,m,168
2011,Penelope,0.000966,f,168
2011,Maddox,0.001093,m,169
2011,Daniela,0.000966,f,169
2011,Kenneth,0.001091,m,170
2011,Jenna,0.000951,f,170
2011,Mateo,0.001085,m,171
2011,Ashlyn,0.000947,f,171
2011,Sawyer,0.001073,m,172
2011,Delilah,0.000946,f,172
2011,Cody,0.001072,m,173
2011,Summer,0.000937,f,173
2011,Collin,0.001071,m,174
2011,Mila,0.000928,f,174
2011,Conner,0.001069,m,175
2011,Kate,0.000925,f,175
2011,Declan,0.001067,m,176
2011,Keira,0.000924,f,176
2011,Andres,0.001063,m,177
2011,Adrianna,0.000918,f,177
2011,Bradley,0.001063,m,178
2011,Hadley,0.000908,f,178
2011,Lincoln,0.001063,m,179
2011,Julianna,0.000899,f,179
2011,Trevor,0.001058,m,180
2011,Maci,0.000894,f,180
2011,Derek,0.001054,m,181
2011,Eden,0.000893,f,181
2011,Tanner,0.001052,m,182
2011,Josephine,0.000893,f,182
2011,Silas,0.001042,m,183
2011,Aurora,0.000891,f,183
2011,Seth,0.001031,m,184
2011,Melissa,0.000883,f,184
2011,Eduardo,0.001026,m,185
2011,Alana,0.000878,f,185
2011,Paul,0.001021,m,186
2011,Margaret,0.000877,f,186
2011,Jaiden,0.001019,m,187
2011,Hayden,0.000874,f,187
2011,Jorge,0.001005,m,188
2011,Quinn,0.000874,f,188
2011,Cristian,0.000989,m,189
2011,Angela,0.000866,f,189
2011,Garrett,0.000956,m,190
2011,Katie,0.000862,f,190
2011,Travis,0.000956,m,191
2011,Alivia,0.000861,f,191
2011,Abraham,0.000953,m,192
2011,Brynn,0.000859,f,192
2011,Omar,0.000929,m,193
2011,Ryleigh,0.000851,f,193
2011,Javier,0.000928,m,194
2011,Paisley,0.000849,f,194
2011,Ezekiel,0.00092,m,195
2011,Kinley,0.000846,f,195
2011,Tucker,0.000906,m,196
2011,Jordan,0.000844,f,196
2011,Peter,0.000905,m,197
2011,Aniyah,0.000819,f,197
2011,Damien,0.000902,m,198
2011,Allie,0.000814,f,198
2011,Harrison,0.0009,m,199
2011,Willow,0.000812,f,199
2011,Greyson,0.000884,m,200
2011,Miranda,0.00081,f,200
2011,Avery,0.000882,m,201
2011,Jacqueline,0.000806,f,201
2011,Kai,0.000881,m,202
2011,Melody,0.000805,f,202
2011,Ezra,0.000866,m,203
2011,Cora,0.000801,f,203
2011,Weston,0.000862,m,204
2011,Diana,0.000797,f,204
2011,Xander,0.000852,m,205
2011,Alexandria,0.00079,f,205
2011,Jaylen,0.000849,m,206
2011,Mikayla,0.000786,f,206
2011,Corbin,0.000843,m,207
2011,Danielle,0.000774,f,207
2011,Calvin,0.000841,m,208
2011,Londyn,0.000768,f,208
2011,Fernando,0.00084,m,209
2011,Amaya,0.000766,f,209
2011,Francisco,0.000819,m,210
2011,Addyson,0.000765,f,210
2011,Jameson,0.000818,m,211
2011,Hazel,0.000764,f,211
2011,Maximus,0.000812,m,212
2011,Angel,0.000762,f,212
2011,Shane,0.000808,m,213
2011,Callie,0.000761,f,213
2011,Josue,0.000807,m,214
2011,Teagan,0.00076,f,214
2011,Chance,0.000804,m,215
2011,Adalyn,0.000757,f,215
2011,Ricardo,0.000804,m,216
2011,Ximena,0.000756,f,216
2011,Trenton,0.0008,m,217
2011,Shelby,0.000754,f,217
2011,Israel,0.000794,m,218
2011,Kinsley,0.000753,f,218
2011,Cesar,0.000793,m,219
2011,Makenna,0.000749,f,219
2011,Emmett,0.000793,m,220
2011,Ariel,0.000743,f,220
2011,Zane,0.000792,m,221
2011,Jillian,0.000738,f,221
2011,Drake,0.000792,m,222
2011,Chelsea,0.000736,f,222
2011,Jayce,0.00079,m,223
2011,Harmony,0.000733,f,223
2011,Mario,0.000787,m,224
2011,Amanda,0.000729,f,224
2011,Landen,0.000784,m,225
2011,Alayna,0.000726,f,225
2011,Spencer,0.00078,m,226
2011,Sienna,0.000725,f,226
2011,Griffin,0.000778,m,227
2011,Presley,0.00072,f,227
2011,Stephen,0.000777,m,228
2011,Tessa,0.000718,f,228
2011,Kingston,0.000777,m,229
2011,Hope,0.000717,f,229
2011,Theodore,0.000775,m,230
2011,Maggie,0.000717,f,230
2011,Manuel,0.000767,m,231
2011,Leila,0.000711,f,231
2011,Erick,0.000761,m,232
2011,Genevieve,0.000704,f,232
2011,Braylon,0.000755,m,233
2011,Esther,0.000699,f,233
2011,Raymond,0.000754,m,234
2011,Erin,0.000698,f,234
2011,Edwin,0.00075,m,235
2011,Briana,0.000691,f,235
2011,Charlie,0.000749,m,236
2011,Delaney,0.00069,f,236
2011,Myles,0.000743,m,237
2011,Kathryn,0.00069,f,237
2011,Abel,0.000742,m,238
2011,Mckenna,0.000688,f,238
2011,Johnathan,0.000738,m,239
2011,Ana,0.000688,f,239
2011,Andre,0.000736,m,240
2011,Lucia,0.000686,f,240
2011,Bennett,0.000734,m,241
2011,Camille,0.00068,f,241
2011,Alexis,0.00073,m,242
2011,Cecilia,0.00068,f,242
2011,Edgar,0.000723,m,243
2011,Lola,0.000678,f,243
2011,Troy,0.000718,m,244
2011,Leilani,0.000673,f,244
2011,Zion,0.000717,m,245
2011,Ashlynn,0.000665,f,245
2011,Jeffrey,0.000709,m,246
2011,Leslie,0.000664,f,246
2011,Shawn,0.000701,m,247
2011,Kayleigh,0.000663,f,247
2011,Hector,0.000697,m,248
2011,Carly,0.000659,f,248
2011,Lukas,0.000683,m,249
2011,Haylee,0.000658,f,249
2011,Amir,0.000681,m,250
2011,Juliet,0.000658,f,250
2011,Tyson,0.000681,m,251
2011,Alondra,0.000658,f,251
2011,Keegan,0.000675,m,252
2011,Alison,0.000657,f,252
2011,Kyler,0.000674,m,253
2011,Lexi,0.000656,f,253
2011,Donovan,0.000671,m,254
2011,Kelsey,0.000653,f,254
2011,Simon,0.000671,m,255
2011,Eliza,0.000649,f,255
2011,Graham,0.000668,m,256
2011,Josie,0.000643,f,256
2011,Clayton,0.000662,m,257
2011,Marissa,0.000642,f,257
2011,Braden,0.000661,m,258
2011,Amber,0.000638,f,258
2011,Everett,0.000661,m,259
2011,Marley,0.000638,f,259
2011,Luca,0.00066,m,260
2011,Alicia,0.000635,f,260
2011,Emanuel,0.000652,m,261
2011,Sabrina,0.000635,f,261
2011,Martin,0.00065,m,262
2011,Kaydence,0.00063,f,262
2011,Brendan,0.000647,m,263
2011,Norah,0.000628,f,263
2011,Cash,0.000645,m,264
2011,Ivy,0.000626,f,264
2011,Zander,0.000643,m,265
2011,Allyson,0.000626,f,265
2011,Dante,0.000642,m,266
2011,Alina,0.000625,f,266
2011,Jared,0.000642,m,267
2011,Fiona,0.000625,f,267
2011,Dominick,0.000638,m,268
2011,Isla,0.000624,f,268
2011,Kameron,0.000638,m,269
2011,Nadia,0.00061,f,269
2011,Lane,0.000637,m,270
2011,Christina,0.00061,f,270
2011,Ryker,0.000637,m,271
2011,Emery,0.000605,f,271
2011,Elliot,0.000634,m,272
2011,Kyleigh,0.000605,f,272
2011,Paxton,0.000632,m,273
2011,Laura,0.000604,f,273
2011,Rafael,0.000628,m,274
2011,Cheyenne,0.000599,f,274
2011,Andy,0.000625,m,275
2011,Emerson,0.000594,f,275
2011,Dalton,0.000624,m,276
2011,Alexia,0.000593,f,276
2011,Erik,0.000623,m,277
2011,Sierra,0.000593,f,277
2011,Gregory,0.000623,m,278
2011,Cadence,0.000592,f,278
2011,Sergio,0.000623,m,279
2011,Luna,0.000591,f,279
2011,Marco,0.000619,m,280
2011,Daniella,0.000589,f,280
2011,Jasper,0.000617,m,281
2011,Fatima,0.000583,f,281
2011,Johnny,0.000616,m,282
2011,Cassidy,0.000581,f,282
2011,Emiliano,0.000612,m,283
2011,Bianca,0.000579,f,283
2011,Dean,0.000608,m,284
2011,Veronica,0.000575,f,284
2011,Drew,0.000607,m,285
2011,Evangeline,0.000573,f,285
2011,Judah,0.000605,m,286
2011,Kyla,0.000573,f,286
2011,Caiden,0.000604,m,287
2011,Karen,0.00057,f,287
2011,Skyler,0.000601,m,288
2011,Adeline,0.00057,f,288
2011,Aden,0.000595,m,289
2011,Rose,0.000568,f,289
2011,Maximiliano,0.000591,m,290
2011,Mallory,0.000567,f,290
2011,Fabian,0.00059,m,291
2011,Jazmine,0.000564,f,291
2011,Zayden,0.000587,m,292
2011,Jayden,0.000555,f,292
2011,Brennan,0.00058,m,293
2011,Kendra,0.000553,f,293
2011,Anderson,0.000564,m,294
2011,Dakota,0.000552,f,294
2011,Roberto,0.000557,m,295
2011,Camryn,0.00055,f,295
2011,Quinn,0.000556,m,296
2011,Abby,0.000549,f,296
2011,Reid,0.000553,m,297
2011,Macy,0.000549,f,297
2011,Angelo,0.000552,m,298
2011,Mariana,0.000548,f,298
2011,Holden,0.000549,m,299
2011,Gia,0.000546,f,299
2011,Cruz,0.000541,m,300
2011,Madilyn,0.000546,f,300
2011,Derrick,0.00054,m,301
2011,Adelyn,0.000545,f,301
2011,Finn,0.000537,m,302
2011,Jazmin,0.000544,f,302
2011,Emilio,0.000536,m,303
2011,Iris,0.000543,f,303
2011,Grady,0.000536,m,304
2011,Nina,0.000542,f,304
2011,Elliott,0.000526,m,305
2011,Georgia,0.00054,f,305
2011,Amari,0.00052,m,306
2011,Lilah,0.000539,f,306
2011,Pedro,0.000517,m,307
2011,Jayda,0.00053,f,307
2011,Frank,0.000516,m,308
2011,Breanna,0.000529,f,308
2011,Rowan,0.000516,m,309
2011,Kenzie,0.000529,f,309
2011,Felix,0.000509,m,310
2011,Phoebe,0.000528,f,310
2011,Lorenzo,0.000508,m,311
2011,Lilliana,0.000524,f,311
2011,Dakota,0.000506,m,312
2011,Malia,0.000522,f,312
2011,Corey,0.000505,m,313
2011,Athena,0.000522,f,313
2011,Colby,0.000505,m,314
2011,Kamryn,0.00052,f,314
2011,Dawson,0.000498,m,315
2011,Nyla,0.000516,f,315
2011,Braylen,0.000498,m,316
2011,Miley,0.000512,f,316
2011,Allen,0.000495,m,317
2011,Heaven,0.000511,f,317
2011,Brycen,0.000491,m,318
2011,Kiara,0.00051,f,318
2011,Ty,0.00049,m,319
2011,Audrina,0.000508,f,319
2011,Brantley,0.000488,m,320
2011,Selena,0.000508,f,320
2011,Jax,0.000487,m,321
2011,Madeleine,0.000506,f,321
2011,Malik,0.000486,m,322
2011,Maddison,0.000506,f,322
2011,Ruben,0.000481,m,323
2011,Joanna,0.000504,f,323
2011,Trey,0.000479,m,324
2011,Lyric,0.000503,f,324
2011,Brock,0.000474,m,325
2011,Emilia,0.000502,f,325
2011,Dallas,0.000473,m,326
2011,Giuliana,0.000502,f,326
2011,Colt,0.000469,m,327
2011,Annabella,0.000499,f,327
2011,Joaquin,0.000468,m,328
2011,Adalynn,0.000498,f,328
2011,Leland,0.000466,m,329
2011,Fernanda,0.000496,f,329
2011,Beckett,0.000462,m,330
2011,Aubrie,0.000495,f,330
2011,Jett,0.000455,m,331
2011,Heidi,0.000492,f,331
2011,Louis,0.000453,m,332
2011,Kira,0.000489,f,332
2011,Gunner,0.000448,m,333
2011,Arabella,0.000487,f,333
2011,Jakob,0.000448,m,334
2011,Esmeralda,0.000487,f,334
2011,Adan,0.000446,m,335
2011,Kelly,0.000487,f,335
2011,Taylor,0.000443,m,336
2011,Miriam,0.000487,f,336
2011,Cohen,0.000442,m,337
2011,Elliana,0.000485,f,337
2011,Marshall,0.00044,m,338
2011,Kara,0.000483,f,338
2011,Arthur,0.000439,m,339
2011,Paris,0.000483,f,339
2011,Marcos,0.000439,m,340
2011,Crystal,0.000482,f,340
2011,Ronald,0.000437,m,341
2011,Karina,0.000482,f,341
2011,Julius,0.000436,m,342
2011,Raegan,0.00048,f,342
2011,Armando,0.000433,m,343
2011,Caitlyn,0.00048,f,343
2011,Kellen,0.000433,m,344
2011,Alejandra,0.000479,f,344
2011,Brooks,0.000432,m,345
2011,Tatum,0.000479,f,345
2011,Dillon,0.000432,m,346
2011,Savanna,0.000479,f,346
2011,Cade,0.000427,m,347
2011,Ayla,0.000477,f,347
2011,Nehemiah,0.000427,m,348
2011,Tiffany,0.000475,f,348
2011,Danny,0.000425,m,349
2011,Carmen,0.000474,f,349
2011,Devon,0.000421,m,350
2011,Bethany,0.000473,f,350
2011,Beau,0.00042,m,351
2011,Maliyah,0.000471,f,351
2011,Jayson,0.00042,m,352
2011,Karla,0.00047,f,352
2011,Tristen,0.000419,m,353
2011,Guadalupe,0.000469,f,353
2011,Enrique,0.000417,m,354
2011,Gemma,0.000469,f,354
2011,Desmond,0.000415,m,355
2011,Kailey,0.000468,f,355
2011,Randy,0.000414,m,356
2011,Macie,0.000467,f,356
2011,Pablo,0.000414,m,357
2011,Noelle,0.000467,f,357
2011,Milo,0.000412,m,358
2011,Ruth,0.000467,f,358
2011,Gerardo,0.000412,m,359
2011,Rylie,0.000465,f,359
2011,Raul,0.000411,m,360
2011,Lena,0.000464,f,360
2011,Romeo,0.000411,m,361
2011,Elaina,0.000463,f,361
2011,Titus,0.000406,m,362
2011,Ainsley,0.00046,f,362
2011,Kellan,0.000403,m,363
2011,Amiyah,0.00046,f,363
2011,Julio,0.000403,m,364
2011,Finley,0.000454,f,364
2011,Keaton,0.0004,m,365
2011,Danna,0.000452,f,365
2011,Karson,0.0004,m,366
2011,Parker,0.00045,f,366
2011,Reed,0.000399,m,367
2011,Anastasia,0.000448,f,367
2011,Keith,0.000397,m,368
2011,Jane,0.000448,f,368
2011,Braydon,0.000395,m,369
2011,Emely,0.000447,f,369
2011,Dustin,0.000395,m,370
2011,Journey,0.000447,f,370
2011,Scott,0.000395,m,371
2011,Angelica,0.000447,f,371
2011,Ali,0.000395,m,372
2011,Joselyn,0.000446,f,372
2011,Waylon,0.000395,m,373
2011,Scarlet,0.000446,f,373
2011,Walter,0.000394,m,374
2011,Sasha,0.000443,f,374
2011,Trent,0.000393,m,375
2011,Charlie,0.000442,f,375
2011,Ismael,0.000389,m,376
2011,Yaretzi,0.000442,f,376
2011,Donald,0.000388,m,377
2011,Juliette,0.000439,f,377
2011,Phillip,0.000384,m,378
2011,Brynlee,0.000437,f,378
2011,Iker,0.000381,m,379
2011,Lia,0.000437,f,379
2011,Darius,0.000377,m,380
2011,Angelique,0.000433,f,380
2011,Esteban,0.000376,m,381
2011,Katelynn,0.000433,f,381
2011,Jaime,0.000376,m,382
2011,Nayeli,0.000427,f,382
2011,Landyn,0.000376,m,383
2011,Vivienne,0.000426,f,383
2011,Dexter,0.000371,m,384
2011,Annie,0.000426,f,384
2011,Matteo,0.00037,m,385
2011,Kaelyn,0.000424,f,385
2011,Colten,0.000368,m,386
2011,Addisyn,0.000424,f,386
2011,Emerson,0.000363,m,387
2011,Tiana,0.000424,f,387
2011,Phoenix,0.00036,m,388
2011,Kyra,0.000422,f,388
2011,King,0.000359,m,389
2011,Cali,0.00042,f,389
2011,Izaiah,0.000357,m,390
2011,Aleah,0.000419,f,390
2011,Karter,0.000357,m,391
2011,Janelle,0.000419,f,391
2011,Tate,0.000357,m,392
2011,Imani,0.000417,f,392
2011,Albert,0.000356,m,393
2011,Caitlin,0.000415,f,393
2011,Jerry,0.000356,m,394
2011,Jayleen,0.000414,f,394
2011,August,0.000354,m,395
2011,Julie,0.000412,f,395
2011,Payton,0.000354,m,396
2011,April,0.00041,f,396
2011,Larry,0.000353,m,397
2011,Julissa,0.000409,f,397
2011,Jay,0.000352,m,398
2011,Kailyn,0.000409,f,398
2011,Saul,0.000352,m,399
2011,Alessandra,0.000408,f,399
2011,Rocco,0.000349,m,400
2011,Janiyah,0.000408,f,400
2011,Jalen,0.000348,m,401
2011,Jazlyn,0.000406,f,401
2011,Russell,0.000348,m,402
2011,Cassandra,0.000402,f,402
2011,Enzo,0.000348,m,403
2011,Kaylie,0.000402,f,403
2011,Kolton,0.000347,m,404
2011,Madelynn,0.000402,f,404
2011,Quentin,0.000343,m,405
2011,Monica,0.000402,f,405
2011,Philip,0.000343,m,406
2011,Baylee,0.000401,f,406
2011,Leon,0.000342,m,407
2011,Michaela,0.000401,f,407
2011,Mathew,0.00034,m,408
2011,Adelaide,0.0004,f,408
2011,Tony,0.00034,m,409
2011,Itzel,0.000399,f,409
2011,Gael,0.000339,m,410
2011,Brylee,0.000398,f,410
2011,Kade,0.000339,m,411
2011,Kaylin,0.000398,f,411
2011,Gideon,0.000339,m,412
2011,Madisyn,0.000397,f,412
2011,Dennis,0.000336,m,413
2011,Aniya,0.000397,f,413
2011,Damon,0.000336,m,414
2011,Elle,0.000396,f,414
2011,Darren,0.000335,m,415
2011,Olive,0.000394,f,415
2011,Kason,0.000334,m,416
2011,Dulce,0.000394,f,416
2011,Walker,0.000332,m,417
2011,Jaelyn,0.000392,f,417
2011,Mitchell,0.000329,m,418
2011,Courtney,0.000388,f,418
2011,Jimmy,0.000328,m,419
2011,Brittany,0.000386,f,419
2011,Alberto,0.000326,m,420
2011,Madalyn,0.000381,f,420
2011,Alec,0.000325,m,421
2011,Holly,0.00038,f,421
2011,Rodrigo,0.00032,m,422
2011,Jasmin,0.00038,f,422
2011,Casey,0.000318,m,423
2011,Kamila,0.00038,f,423
2011,River,0.000317,m,424
2011,Tenley,0.00038,f,424
2011,Issac,0.000315,m,425
2011,Braelyn,0.00038,f,425
2011,Amare,0.000315,m,426
2011,Kiley,0.00038,f,426
2011,Maverick,0.000315,m,427
2011,Talia,0.000379,f,427
2011,Brayan,0.000314,m,428
2011,Cynthia,0.000378,f,428
2011,Mohamed,0.000313,m,429
2011,Helen,0.000377,f,429
2011,Yahir,0.000313,m,430
2011,Carolina,0.000376,f,430
2011,Arturo,0.000311,m,431
2011,Hayley,0.000376,f,431
2011,Moises,0.000311,m,432
2011,Anya,0.000375,f,432
2011,Knox,0.00031,m,433
2011,Estrella,0.000374,f,433
2011,Maximilian,0.00031,m,434
2011,Bristol,0.000371,f,434
2011,Davis,0.000309,m,435
2011,Rebekah,0.000371,f,435
2011,Barrett,0.000308,m,436
2011,Jimena,0.00037,f,436
2011,Gustavo,0.000307,m,437
2011,Jamie,0.000369,f,437
2011,Curtis,0.000307,m,438
2011,Harley,0.000368,f,438
2011,Hugo,0.000304,m,439
2011,Charlee,0.000367,f,439
2011,Reece,0.000304,m,440
2011,Lacey,0.000365,f,440
2011,Chandler,0.000303,m,441
2011,Cameron,0.000365,f,441
2011,Jamari,0.000302,m,442
2011,Jaliyah,0.000363,f,442
2011,Abram,0.000302,m,443
2011,Sarai,0.000362,f,443
2011,Mauricio,0.0003,m,444
2011,Caylee,0.000359,f,444
2011,Solomon,0.000299,m,445
2011,Kennedi,0.000358,f,445
2011,Archer,0.000299,m,446
2011,Dayana,0.000357,f,446
2011,Kamden,0.000298,m,447
2011,Tatiana,0.000356,f,447
2011,Uriel,0.000298,m,448
2011,Serena,0.000352,f,448
2011,Bryant,0.000297,m,449
2011,Eloise,0.000351,f,449
2011,Porter,0.000297,m,450
2011,Mckinley,0.000348,f,450
2011,Zackary,0.000295,m,451
2011,Daphne,0.000348,f,451
2011,Ryland,0.000294,m,452
2011,Mikaela,0.000348,f,452
2011,Lawrence,0.000293,m,453
2011,Celeste,0.000346,f,453
2011,Adriel,0.000292,m,454
2011,Lucille,0.000344,f,454
2011,Ricky,0.00029,m,455
2011,Hanna,0.000344,f,455
2011,Noel,0.000289,m,456
2011,Skyler,0.000338,f,456
2011,Ronan,0.000287,m,457
2011,Nylah,0.000337,f,457
2011,Alijah,0.000287,m,458
2011,Camilla,0.000335,f,458
2011,Chris,0.000286,m,459
2011,Lindsey,0.000334,f,459
2011,Leonel,0.000286,m,460
2011,Danica,0.000334,f,460
2011,Khalil,0.000286,m,461
2011,Sage,0.000334,f,461
2011,Zachariah,0.000286,m,462
2011,Lilian,0.000333,f,462
2011,Maurice,0.000285,m,463
2011,Liana,0.000333,f,463
2011,Atticus,0.000284,m,464
2011,Lillie,0.000333,f,464
2011,Brenden,0.000284,m,465
2011,Viviana,0.000333,f,465
2011,Ibrahim,0.000283,m,466
2011,Melany,0.000329,f,466
2011,Lance,0.000283,m,467
2011,Aileen,0.000327,f,467
2011,Marvin,0.000283,m,468
2011,June,0.000326,f,468
2011,Bruce,0.000283,m,469
2011,Kadence,0.000326,f,469
2011,Dane,0.000283,m,470
2011,Bridget,0.000325,f,470
2011,Orion,0.000282,m,471
2011,Zariah,0.000325,f,471
2011,Cullen,0.00028,m,472
2011,Lilyana,0.000324,f,472
2011,Pierce,0.000278,m,473
2011,Lexie,0.000323,f,473
2011,Kieran,0.000277,m,474
2011,Anabelle,0.000322,f,474
2011,Braeden,0.000276,m,475
2011,Erica,0.000322,f,475
2011,Nikolas,0.000276,m,476
2011,Anaya,0.000321,f,476
2011,Kobe,0.000272,m,477
2011,Gracelyn,0.000321,f,477
2011,Remington,0.000272,m,478
2011,Skye,0.000321,f,478
2011,Finnegan,0.000271,m,479
2011,Alyson,0.00032,f,479
2011,Prince,0.000271,m,480
2011,Elsie,0.00032,f,480
2011,Muhammad,0.000268,m,481
2011,Paola,0.00032,f,481
2011,Sam,0.000268,m,482
2011,Angie,0.00032,f,482
2011,Mekhi,0.000268,m,483
2011,Kiera,0.000319,f,483
2011,Orlando,0.000268,m,484
2011,Myla,0.000316,f,484
2011,Alfredo,0.000267,m,485
2011,Priscilla,0.000316,f,485
2011,Jacoby,0.000266,m,486
2011,Aylin,0.000314,f,486
2011,Rhys,0.000266,m,487
2011,Lana,0.000314,f,487
2011,Eddie,0.000265,m,488
2011,Kassidy,0.000313,f,488
2011,Jonas,0.000264,m,489
2011,Natasha,0.000313,f,489
2011,Zaiden,0.000264,m,490
2011,Miracle,0.000312,f,490
2011,Joe,0.000263,m,491
2011,Nia,0.000311,f,491
2011,Kristopher,0.000263,m,492
2011,Ada,0.00031,f,492
2011,Ernesto,0.000262,m,493
2011,Kali,0.00031,f,493
2011,Nico,0.000261,m,494
2011,Kenley,0.000309,f,494
2011,Gary,0.00026,m,495
2011,Dylan,0.000309,f,495
2011,Jamison,0.000259,m,496
2011,Raelynn,0.000308,f,496
2011,Malcolm,0.000258,m,497
2011,Francesca,0.000307,f,497
2011,Warren,0.000258,m,498
2011,Briella,0.000306,f,498
2011,Armani,0.000256,m,499
2011,Emilee,0.000305,f,499
2011,Gunnar,0.000256,m,500
2011,Amira,0.000303,f,500
2011,Johan,0.000256,m,501
2011,Arielle,0.000303,f,501
2011,Franklin,0.000256,m,502
2011,Joy,0.000302,f,502
2011,Giovani,0.000256,m,503
2011,Lorelei,0.000302,f,503
2011,Ramon,0.000255,m,504
2011,Madyson,0.000302,f,504
2011,Byron,0.000252,m,505
2011,Annika,0.0003,f,505
2011,Cason,0.000252,m,506
2011,Jaelynn,0.0003,f,506
2011,Kane,0.000252,m,507
2011,Alanna,0.000299,f,507
2011,Ari,0.000251,m,508
2011,Nataly,0.000298,f,508
2011,Brett,0.000251,m,509
2011,Shayla,0.000298,f,509
2011,Deandre,0.00025,m,510
2011,Brenna,0.000297,f,510
2011,Finley,0.00025,m,511
2011,Sloane,0.000297,f,511
2011,Cyrus,0.000249,m,512
2011,Vera,0.000296,f,512
2011,Justice,0.000248,m,513
2011,Amari,0.000295,f,513
2011,Douglas,0.000248,m,514
2011,Abbigail,0.000294,f,514
2011,Moses,0.000248,m,515
2011,Lauryn,0.000294,f,515
2011,Talon,0.000246,m,516
2011,Jaycee,0.000293,f,516
2011,Gianni,0.000246,m,517
2011,Skyla,0.000291,f,517
2011,Camron,0.000244,m,518
2011,Johanna,0.000291,f,518
2011,Cannon,0.000243,m,519
2011,Whitney,0.000291,f,519
2011,Kendrick,0.000242,m,520
2011,Aspen,0.00029,f,520
2011,Nash,0.000242,m,521
2011,Jaylah,0.000288,f,521
2011,Dorian,0.000241,m,522
2011,Laney,0.000288,f,522
2011,Sullivan,0.00024,m,523
2011,Nathalie,0.000288,f,523
2011,Arjun,0.000239,m,524
2011,Ciara,0.000286,f,524
2011,Dominik,0.000237,m,525
2011,Justice,0.000285,f,525
2011,Kasen,0.000237,m,526
2011,Logan,0.000285,f,526
2011,Skylar,0.000236,m,527
2011,Marlee,0.000284,f,527
2011,Korbin,0.000236,m,528
2011,Leighton,0.000283,f,528
2011,Quinton,0.000236,m,529
2011,Brinley,0.000282,f,529
2011,Royce,0.000235,m,530
2011,Erika,0.000282,f,530
2011,Ahmed,0.000235,m,531
2011,Kayden,0.000282,f,531
2011,Roger,0.000235,m,532
2011,Brenda,0.000282,f,532
2011,Salvador,0.000235,m,533
2011,Rowan,0.000281,f,533
2011,Terry,0.000235,m,534
2011,Elisa,0.00028,f,534
2011,Tobias,0.000235,m,535
2011,Lainey,0.00028,f,535
2011,Brodie,0.000234,m,536
2011,Teresa,0.00028,f,536
2011,Isaias,0.000234,m,537
2011,Nancy,0.000278,f,537
2011,Morgan,0.000234,m,538
2011,Dahlia,0.000278,f,538
2011,Raiden,0.000234,m,539
2011,Janiya,0.000278,f,539
2011,Moshe,0.000233,m,540
2011,Kaliyah,0.000278,f,540
2011,Conor,0.000232,m,541
2011,Annabel,0.000277,f,541
2011,Frederick,0.000232,m,542
2011,Farrah,0.000277,f,542
2011,Reese,0.000232,m,543
2011,Lizbeth,0.000277,f,543
2011,Madden,0.000232,m,544
2011,Aleena,0.000276,f,544
2011,Braiden,0.000231,m,545
2011,Rosalie,0.000276,f,545
2011,Asa,0.000229,m,546
2011,Eve,0.000275,f,546
2011,Kelvin,0.000229,m,547
2011,Jaylynn,0.000275,f,547
2011,Alvin,0.000228,m,548
2011,Madilynn,0.000275,f,548
2011,Julien,0.000228,m,549
2011,Marilyn,0.000275,f,549
2011,Kristian,0.000228,m,550
2011,Emmalyn,0.000274,f,550
2011,Nickolas,0.000228,m,551
2011,Sylvia,0.000274,f,551
2011,Wade,0.000228,m,552
2011,Anahi,0.000273,f,552
2011,Rodney,0.000227,m,553
2011,Annalise,0.000273,f,553
2011,Xzavier,0.000227,m,554
2011,Averie,0.000273,f,554
2011,Davion,0.000227,m,555
2011,Bailee,0.000273,f,555
2011,Boston,0.000225,m,556
2011,Lea,0.000272,f,556
2011,Nelson,0.000225,m,557
2011,Samara,0.000271,f,557
2011,Ezequiel,0.000224,m,558
2011,Regina,0.00027,f,558
2011,Nasir,0.000224,m,559
2011,Zoie,0.00027,f,559
2011,Alonzo,0.000224,m,560
2011,Yareli,0.00027,f,560
2011,Jase,0.000223,m,561
2011,Amani,0.000269,f,561
2011,London,0.000222,m,562
2011,Hailee,0.000268,f,562
2011,Jermaine,0.00022,m,563
2011,Evelynn,0.000267,f,563
2011,Rhett,0.00022,m,564
2011,Arely,0.000265,f,564
2011,Mohammed,0.00022,m,565
2011,Haven,0.000265,f,565
2011,Roy,0.000218,m,566
2011,Liberty,0.000265,f,566
2011,Matias,0.000218,m,567
2011,Luciana,0.000265,f,567
2011,Keagan,0.000217,m,568
2011,Natalee,0.000265,f,568
2011,Blaine,0.000216,m,569
2011,Gwendolyn,0.000264,f,569
2011,Chad,0.000216,m,570
