,gender,datetime,calculated_value
0,F,1997-09-20,0.8161434977578476
1,F,1997-09-21,0.719626168224299
2,F,1997-09-22,0.8347107438016529
3,F,1997-09-23,0.7362637362637363
4,F,1997-09-24,1.0
5,F,1997-09-26,0.7513513513513513
6,F,1997-09-27,0.75
7,F,1997-09-28,0.7128712871287128
8,F,1997-09-29,0.8
9,F,1997-09-30,0.7307692307692307
10,F,1997-10-01,0.7024793388429752
11,F,1997-10-02,0.7948717948717948
12,F,1997-10-03,0.825
13,F,1997-10-04,0.8706896551724138
14,F,1997-10-05,0.6742424242424242
15,F,1997-10-06,1.0
16,F,1997-10-07,0.8853503184713376
17,F,1997-10-08,0.6470588235294118
18,F,1997-10-09,0.6788990825688074
19,F,1997-10-10,0.946236559139785
20,F,1997-10-11,0.8175675675675675
21,F,1997-10-13,0.8294117647058824
22,F,1997-10-14,0.8311688311688312
23,F,1997-10-15,0.8805970149253731
24,F,1997-10-16,0.8115942028985508
25,F,1997-10-17,0.8534798534798534
26,F,1997-10-18,0.7902439024390244
27,F,1997-10-20,0.796875
28,F,1997-10-21,0.7666666666666667
29,F,1997-10-22,1.0
30,F,1997-10-23,1.0
31,F,1997-10-24,0.9285714285714286
32,F,1997-10-26,0.776
33,F,1997-10-27,0.5
34,F,1997-11-03,0.5
35,F,1997-11-05,0.75
36,F,1997-11-06,0.4
37,F,1997-11-07,0.8888888888888888
38,F,1997-11-08,0.802547770700637
39,F,1997-11-10,0.6785714285714286
40,F,1997-11-11,0.9090909090909091
41,F,1997-11-12,0.7481481481481481
42,F,1997-11-13,0.8181818181818182
43,F,1997-11-14,0.829302987197724
44,F,1997-11-15,0.9174311926605505
45,F,1997-11-16,0.8345323741007195
46,F,1997-11-17,0.8569131832797428
47,F,1997-11-18,0.8390804597701149
48,F,1997-11-19,0.8659517426273459
49,F,1997-11-20,0.8811188811188811
50,F,1997-11-21,0.8865153538050734
51,F,1997-11-22,0.9225352112676056
52,F,1997-11-23,0.8426966292134831
53,F,1997-11-24,0.8305084745762712
54,F,1997-11-25,0.8828828828828829
55,F,1997-11-26,0.8227848101265823
56,F,1997-11-27,0.8666666666666667
57,F,1997-11-28,1.0
58,F,1997-11-29,0.75
59,F,1997-11-30,0.7519685039370079
60,F,1997-12-01,0.7365269461077845
61,F,1997-12-02,0.775
62,F,1997-12-03,0.9111111111111111
63,F,1997-12-04,0.782608695652174
64,F,1997-12-06,0.6871508379888268
65,F,1997-12-07,0.8666666666666667
66,F,1997-12-08,0.9375
67,F,1997-12-09,0.7566539923954373
68,F,1997-12-10,
69,F,1997-12-14,0.8444444444444444
70,F,1997-12-15,0.8392156862745098
71,F,1997-12-17,0.920892494929006
72,F,1997-12-18,0.8320610687022901
73,F,1997-12-19,0.8588235294117647
74,F,1997-12-20,0.6
75,F,1997-12-22,0.7795275590551181
76,F,1997-12-23,0.8853754940711462
77,F,1997-12-24,0.8214285714285714
78,F,1997-12-27,0.6
79,F,1997-12-29,0.7604166666666666
80,F,1997-12-30,0.7432432432432432
81,F,1997-12-31,0.8526315789473684
82,F,1998-01-01,0.896551724137931
83,F,1998-01-02,0.8604651162790697
84,F,1998-01-03,0.6956521739130435
85,F,1998-01-04,0.8387096774193549
86,F,1998-01-05,0.8255813953488372
87,F,1998-01-06,0.7777777777777778
88,F,1998-01-07,0.7932011331444759
89,F,1998-01-08,0.7653061224489796
90,F,1998-01-09,0.6111111111111112
91,F,1998-01-10,0.875
92,F,1998-01-11,0.8636363636363636
93,F,1998-01-12,0.8235294117647058
94,F,1998-01-13,0.8125
95,F,1998-01-14,0.7391304347826086
96,F,1998-01-15,0.8198757763975155
97,F,1998-01-16,0.8
98,F,1998-01-17,0.8163265306122449
99,F,1998-01-18,1.0
100,F,1998-01-21,0.72
101,F,1998-01-22,0.5
102,F,1998-01-23,0.4921259842519685
103,F,1998-01-24,0.7251655629139073
104,F,1998-01-25,0.7364341085271318
105,F,1998-01-26,0.8214285714285714
106,F,1998-01-27,0.8666666666666667
107,F,1998-01-28,0.8611111111111112
108,F,1998-01-29,0.9411764705882353
109,F,1998-01-30,0.7084870848708487
110,F,1998-01-31,0.8175182481751825
111,F,1998-02-01,0.7352941176470589
112,F,1998-02-02,0.7317073170731707
113,F,1998-02-03,0.7467532467532467
114,F,1998-02-04,0.8181818181818182
115,F,1998-02-05,0.96
116,F,1998-02-06,0.5681818181818182
117,F,1998-02-08,0.21428571428571427
118,F,1998-02-09,0.65625
119,F,1998-02-10,0.8253968253968254
120,F,1998-02-12,0.8260869565217391
121,F,1998-02-13,0.7692307692307693
122,F,1998-02-14,0.8583815028901735
123,F,1998-02-15,0.7959183673469388
124,F,1998-02-16,0.864
125,F,1998-02-17,0.9
126,F,1998-02-18,0.8746803069053708
127,F,1998-02-19,0.7829181494661922
128,F,1998-02-20,0.125
129,F,1998-02-21,0.6954887218045113
130,F,1998-02-22,0.56875
131,F,1998-02-23,1.0
132,F,1998-02-26,0.8380952380952381
133,F,1998-02-27,0.8611111111111112
134,F,1998-02-28,0.8407079646017699
135,F,1998-03-01,1.0
136,F,1998-03-02,0.6507936507936508
137,F,1998-03-03,0.7631578947368421
138,F,1998-03-04,0.8333333333333334
139,F,1998-03-05,0.7640449438202247
140,F,1998-03-06,1.0
141,F,1998-03-07,0.7288135593220338
142,F,1998-03-08,0.7540983606557377
143,F,1998-03-09,1.0
144,F,1998-03-10,0.8235294117647058
145,F,1998-03-11,1.0
146,F,1998-03-12,
147,F,1998-03-13,0.8461538461538461
148,F,1998-03-14,0.6086956521739131
149,F,1998-03-15,0.6666666666666666
150,F,1998-03-16,0.7046413502109705
151,F,1998-03-17,0.7037037037037037
152,F,1998-03-18,0.5454545454545454
153,F,1998-03-19,0.6
154,F,1998-03-20,0.6666666666666666
155,F,1998-03-21,0.4666666666666667
156,F,1998-03-22,0.6
157,F,1998-03-23,0.6923076923076923
158,F,1998-03-24,0.8095238095238095
159,F,1998-03-26,1.0
160,F,1998-03-27,0.7677543186180422
161,F,1998-03-28,0.7446808510638298
162,F,1998-03-29,0.7692307692307693
163,F,1998-03-30,0.7978883861236803
164,F,1998-03-31,0.699228791773779
165,F,1998-04-01,0.7098865478119936
166,F,1998-04-02,0.7297872340425532
167,F,1998-04-03,0.7391304347826086
168,F,1998-04-04,0.7785714285714286
169,F,1998-04-05,1.0
170,F,1998-04-06,0.9166666666666666
171,F,1998-04-07,0.8288288288288288
172,F,1998-04-08,0.8571428571428571
173,F,1998-04-09,0.9
174,F,1998-04-10,0.676923076923077
175,F,1998-04-11,0.6521739130434783
176,F,1998-04-12,0.5882352941176471
177,F,1998-04-13,0.5182481751824818
178,F,1998-04-14,0.7112676056338029
179,F,1998-04-15,0.7068062827225131
180,F,1998-04-16,0.6981132075471698
181,F,1998-04-17,0.7864077669902912
182,F,1998-04-18,0.8333333333333334
183,F,1998-04-19,1.0
184,F,1998-04-20,0.7350993377483444
185,F,1998-04-21,0.9318181818181818
186,F,1998-04-22,0.7016129032258065
187,M,1997-09-20,0.8559027777777778
188,M,1997-09-21,0.7685851318944844
189,M,1997-09-22,0.6520912547528517
190,M,1997-09-23,0.7348242811501597
191,M,1997-09-24,0.7671480144404332
192,M,1997-09-25,0.775
193,M,1997-09-26,0.7924170616113744
194,M,1997-09-27,0.8017241379310345
195,M,1997-09-28,0.9583333333333334
196,M,1997-09-29,0.8217391304347826
197,M,1997-09-30,0.8448275862068966
198,M,1997-10-01,0.8582434514637904
199,M,1997-10-02,0.7927710843373494
200,M,1997-10-03,0.7407407407407407
201,M,1997-10-04,0.8055172413793104
202,M,1997-10-05,0.8394160583941606
203,M,1997-10-06,0.8604651162790697
204,M,1997-10-07,0.7803030303030303
205,M,1997-10-08,0.8579545454545454
206,M,1997-10-09,0.8501742160278746
207,M,1997-10-10,0.7485714285714286
208,M,1997-10-11,0.8636363636363636
209,M,1997-10-12,0.8712871287128713
210,M,1997-10-13,0.8351648351648352
211,M,1997-10-14,0.8838709677419355
212,M,1997-10-15,0.8983050847457628
213,M,1997-10-16,0.8073394495412844
214,M,1997-10-17,0.7073170731707317
215,M,1997-10-18,0.76953125
216,M,1997-10-19,0.8666666666666667
217,M,1997-10-20,0.84
218,M,1997-10-21,0.8203883495145631
219,M,1997-10-22,0.843915343915344
220,M,1997-10-23,0.8674033149171271
221,M,1997-10-24,0.8444444444444444
222,M,1997-10-25,0.777292576419214
223,M,1997-10-26,0.8435114503816794
224,M,1997-10-27,0.7702702702702703
225,M,1997-10-28,0.8888888888888888
226,M,1997-10-29,0.8571428571428571
227,M,1997-10-30,0.8043478260869565
228,M,1997-10-31,1.0
229,M,1997-11-01,0.8854166666666666
230,M,1997-11-02,0.9081081081081082
231,M,1997-11-03,0.825
232,M,1997-11-04,1.0
233,M,1997-11-05,0.7953125
234,M,1997-11-06,0.8421985815602837
235,M,1997-11-07,0.7815442561205274
236,M,1997-11-08,0.5540950455005056
237,M,1997-11-09,0.8541666666666666
238,M,1997-11-10,0.846286701208981
239,M,1997-11-11,0.869281045751634
240,M,1997-11-12,0.8590116279069767
241,M,1997-11-13,0.842688594923132
242,M,1997-11-14,0.82356608478803
243,M,1997-11-15,0.8174603174603174
244,M,1997-11-16,0.8388429752066116
245,M,1997-11-17,0.8752834467120182
246,M,1997-11-18,0.8427787934186471
247,M,1997-11-19,0.8833333333333333
248,M,1997-11-20,0.8776595744680851
249,M,1997-11-21,0.7947761194029851
250,M,1997-11-22,0.8387978142076503
251,M,1997-11-23,0.8668730650154799
252,M,1997-11-24,0.8436213991769548
253,M,1997-11-25,0.8683127572016461
254,M,1997-11-26,0.8378378378378378
255,M,1997-11-27,0.8088642659279779
256,M,1997-11-28,0.8421052631578947
257,M,1997-11-29,0.8407407407407408
258,M,1997-11-30,0.9015990159901599
259,M,1997-12-01,0.8445475638051044
260,M,1997-12-02,0.783625730994152
261,M,1997-12-03,0.8315467075038285
262,M,1997-12-04,0.7959183673469388
263,M,1997-12-05,0.9245283018867925
264,M,1997-12-06,0.8270676691729323
265,M,1997-12-07,0.8827160493827161
266,M,1997-12-08,0.9
267,M,1997-12-09,0.7817745803357314
268,M,1997-12-10,0.85
269,M,1997-12-12,0.8363095238095238
270,M,1997-12-13,0.8327402135231317
271,M,1997-12-14,0.8485401459854015
272,M,1997-12-15,0.794344473007712
273,M,1997-12-17,0.7889328063241107
274,M,1997-12-18,0.9037900874635568
275,M,1997-12-19,0.7941176470588235
276,M,1997-12-20,0.7292576419213974
277,M,1997-12-21,0.8140495867768595
278,M,1997-12-22,0.8557377049180328
279,M,1997-12-23,0.6379310344827587
280,M,1997-12-24,0.8955823293172691
281,M,1997-12-25,1.0
282,M,1997-12-26,0.9016393442622951
283,M,1997-12-27,0.7384615384615385
284,M,1997-12-28,0.9295774647887324
285,M,1997-12-29,0.815625
286,M,1997-12-30,0.7966804979253111
287,M,1997-12-31,0.8105022831050228
288,M,1998-01-01,0.5384615384615384
289,M,1998-01-02,0.747599451303155
290,M,1998-01-03,0.7652173913043478
291,M,1998-01-04,0.8461538461538461
292,M,1998-01-05,0.7327586206896551
293,M,1998-01-06,0.7828947368421053
294,M,1998-01-07,0.8069254984260231
295,M,1998-01-08,0.8088737201365188
296,M,1998-01-09,0.8156606851549756
297,M,1998-01-10,0.7619047619047619
298,M,1998-01-11,0.782608695652174
299,M,1998-01-12,0.7981308411214953
300,M,1998-01-13,0.6304347826086957
301,M,1998-01-14,0.8050541516245487
302,M,1998-01-15,0.7
303,M,1998-01-16,0.735593220338983
304,M,1998-01-17,0.851063829787234
305,M,1998-01-18,0.7832699619771863
306,M,1998-01-19,0.7121212121212122
307,M,1998-01-20,0.8709677419354839
308,M,1998-01-21,0.8296703296703297
309,M,1998-01-22,0.7711864406779662
310,M,1998-01-23,0.6875
311,M,1998-01-24,0.760797342192691
312,M,1998-01-25,0.7673267326732673
313,M,1998-01-26,0.8002309468822171
314,M,1998-01-27,0.7932960893854749
315,M,1998-01-28,0.7126436781609196
316,M,1998-01-29,0.7383627608346709
317,M,1998-01-30,0.821917808219178
318,M,1998-01-31,0.8214285714285714
319,M,1998-02-01,0.7566765578635015
320,M,1998-02-02,0.8179419525065963
321,M,1998-02-03,0.7788309636650869
322,M,1998-02-04,0.8671586715867159
323,M,1998-02-05,0.8333333333333334
324,M,1998-02-06,0.9565217391304348
325,M,1998-02-07,0.809322033898305
326,M,1998-02-08,0.7044025157232704
327,M,1998-02-09,0.7786259541984732
328,M,1998-02-10,0.8360655737704918
329,M,1998-02-11,0.6883116883116883
330,M,1998-02-12,0.8070175438596491
331,M,1998-02-13,0.8235294117647058
332,M,1998-02-14,0.6666666666666666
333,M,1998-02-15,0.8888888888888888
334,M,1998-02-16,0.7751937984496124
335,M,1998-02-17,0.8566666666666667
336,M,1998-02-18,0.8333333333333334
337,M,1998-02-19,0.8227146814404432
338,M,1998-02-20,0.7547169811320755
339,M,1998-02-21,0.7857142857142857
340,M,1998-02-22,0.828125
341,M,1998-02-23,0.7396870554765291
342,M,1998-02-24,0.8275862068965517
343,M,1998-02-25,0.6836734693877551
344,M,1998-02-26,0.7921348314606742
345,M,1998-02-27,0.6374501992031872
346,M,1998-02-28,0.7372013651877133
347,M,1998-03-01,0.8042328042328042
348,M,1998-03-02,0.7725118483412322
349,M,1998-03-03,0.7865168539325843
350,M,1998-03-04,0.7105263157894737
351,M,1998-03-05,0.7597173144876325
352,M,1998-03-06,0.75
353,M,1998-03-07,0.6869918699186992
354,M,1998-03-08,0.49242424242424243
355,M,1998-03-09,0.7310924369747899
356,M,1998-03-10,0.8318318318318318
357,M,1998-03-11,0.7615384615384615
358,M,1998-03-12,0.8271604938271605
359,M,1998-03-13,0.7156862745098039
360,M,1998-03-14,0.9108527131782945
361,M,1998-03-15,0.42857142857142855
362,M,1998-03-16,0.8064516129032258
363,M,1998-03-17,1.0
364,M,1998-03-18,0.8518518518518519
365,M,1998-03-19,0.7323943661971831
366,M,1998-03-20,0.8333333333333334
367,M,1998-03-21,0.7777777777777778
368,M,1998-03-22,0.7777777777777778
369,M,1998-03-23,0.8505747126436781
370,M,1998-03-24,0.75
371,M,1998-03-25,0.7433628318584071
372,M,1998-03-26,0.675
373,M,1998-03-27,0.7982770997846375
374,M,1998-03-28,0.78125
375,M,1998-03-29,0.7257751937984496
376,M,1998-03-30,0.782563025210084
377,M,1998-03-31,0.787624140565317
378,M,1998-04-01,0.7883683360258481
379,M,1998-04-02,0.7484957882069796
380,M,1998-04-03,0.752851711026616
381,M,1998-04-04,0.7811447811447811
382,M,1998-04-05,0.82
383,M,1998-04-06,0.6458333333333334
384,M,1998-04-07,0.8466666666666667
385,M,1998-04-08,0.7759197324414716
386,M,1998-04-09,0.7480916030534351
387,M,1998-04-10,0.6
388,M,1998-04-11,0.7391304347826086
389,M,1998-04-12,0.8461538461538461
390,M,1998-04-13,0.85
391,M,1998-04-14,0.7701149425287356
392,M,1998-04-15,0.7444444444444445
393,M,1998-04-16,0.7364130434782609
394,M,1998-04-17,0.652027027027027
395,M,1998-04-18,0.8085106382978723
396,M,1998-04-19,0.8690476190476191
397,M,1998-04-20,0.8048780487804879
398,M,1998-04-21,0.7926829268292683
399,M,1998-04-22,0.7461139896373057
400,M,1998-04-23,0.6979166666666666
