datetime,1D,10D,1W,2W,1M,3M,6M,1Y
1998-01-21,0.8164251207729468,,,,,,,
1998-01-22,0.7689075630252101,,,,,,,
1998-01-23,0.5037037037037037,,,,,,,
1998-01-24,0.7429519071310116,,,,,,,
1998-01-25,0.7552870090634441,,0.6780159730979403,0.7376168689078973,,,,
1998-01-26,0.8021052631578948,,,,,,,
1998-01-27,0.7989690721649485,,,,,,,
1998-01-28,0.7380952380952381,0.771847200418629,,,,,,
1998-01-29,0.74375,,,,,,,
1998-01-30,0.7325581395348837,,,,,,,
1998-01-31,0.8192771084337349,,,,0.7693509444681154,,,
1998-02-01,0.7465007776049767,,0.7690402476780186,,,,,
1998-02-02,0.796812749003984,,,,,,,
1998-02-03,0.772554002541296,,,,,,,
1998-02-04,0.857566765578635,,,,,,,
1998-02-05,0.9069767441860465,,,,,,,
1998-02-06,0.7014925373134329,,,,,,,
1998-02-07,0.809322033898305,0.7733395262424524,,,,,,
1998-02-08,0.6310160427807486,,0.7836961556276054,0.7749118574874745,,,,
1998-02-09,0.7694117647058824,,,,,,,
1998-02-10,0.8306451612903226,,,,,,,
1998-02-11,0.6883116883116883,,,,,,,
1998-02-12,0.8125,,,,,,,
1998-02-13,0.7906976744186046,,,,,,,
1998-02-14,0.850415512465374,,,,,,,
1998-02-15,0.8103448275862069,,0.7777777777777778,,,,,
1998-02-16,0.8188976377952756,,,,,,,
1998-02-17,0.8571428571428571,0.792521845153424,,,,,,
1998-02-18,0.8635514018691589,,,,,,,
1998-02-19,0.8052959501557633,,,,,,,
1998-02-20,0.7105263157894737,,,,,,,
1998-02-21,0.7077922077922078,,,,,,,
1998-02-22,0.7283653846153846,,0.8081157596728531,0.7984962406015037,,,,
1998-02-23,0.7400568181818182,,,,,,,
1998-02-24,0.8275862068965517,,,,,,,
1998-02-25,0.6836734693877551,,,,,,,
1998-02-26,0.8026030368763557,,,,,,,
1998-02-27,0.6655052264808362,0.7365459882583171,,,,,,
1998-02-28,0.748991935483871,,,,0.7762047372719848,,,
1998-03-01,0.806282722513089,,0.7508659738875566,,,,,
1998-03-02,0.7445255474452555,,,,,,,
1998-03-03,0.7853333333333333,,,,,,,
1998-03-04,0.7771084337349398,,,,,,,
1998-03-05,0.760752688172043,,,,,,,
1998-03-06,0.7523809523809524,,,,,,,
1998-03-07,0.6950819672131148,,,,,,,
1998-03-08,0.6181102362204725,,0.743028743028743,0.7478632478632479,,,,
1998-03-09,0.7333333333333333,0.778629395852119,,,,,,
1998-03-10,0.8310626702997275,,,,,,,
1998-03-11,0.7633587786259542,,,,,,,
1998-03-12,0.8251231527093597,,,,,,,
1998-03-13,0.75177304964539,,,,,,,
1998-03-14,0.8861209964412812,,,,,,,
1998-03-15,0.6586538461538461,,0.7936865839909808,,,,,
1998-03-16,0.7164179104477612,,,,,,,
1998-03-17,0.7101449275362319,,,,,,,
1998-03-18,0.7631578947368421,,,,,,,
1998-03-19,0.7293577981651376,0.7782485875706214,,,,,,
1998-03-20,0.7333333333333333,,,,,,,
1998-03-21,0.7101449275362319,,,,,,,
1998-03-22,0.7534246575342466,,0.724053724053724,0.7716930196683378,,,,
1998-03-23,0.8141592920353983,,,,,,,
1998-03-24,0.7692307692307693,,,,,,,
1998-03-25,0.7433628318584071,,,,,,,
1998-03-26,0.7111111111111111,,,,,,,
1998-03-27,0.7899686520376176,,,,,,,
1998-03-28,0.7729468599033816,,,,,,,
1998-03-29,0.727859778597786,0.7661305948459601,0.7678621858232137,,,,,
1998-03-30,0.7888544891640867,,,,,,,
1998-03-31,0.7673733804475854,,,,0.7672320160414404,0.7707040733746965,0.8007601280468066,
1998-04-01,0.7687954729183508,,,,,,,
1998-04-02,0.7417371252882398,,,,,,,
1998-04-03,0.7472035794183445,,,,,,,
1998-04-04,0.7805294619982921,,,,,,,
1998-04-05,0.8269230769230769,,0.7690111897693538,0.7686803805187413,,,,
1998-04-06,0.6759259259259259,,,,,,,
1998-04-07,0.8360215053763441,,,,,,,
1998-04-08,0.7777777777777778,0.7193162393162393,,,,,,
1998-04-09,0.7536764705882353,,,,,,,
1998-04-10,0.6476190476190476,,,,,,,
1998-04-11,0.717391304347826,,,,,,,
1998-04-12,0.8163265306122449,,0.775338928340865,,,,,
1998-04-13,0.5932203389830508,,,,,,,
1998-04-14,0.7336244541484717,,,,,,,
1998-04-15,0.7188612099644128,,,,,,,
1998-04-16,0.7278481012658228,,,,,,,
1998-04-17,0.6719424460431654,,,,,,,
1998-04-18,0.8091286307053942,0.7683946488294314,,,,,,
1998-04-19,0.89,,0.7150659990896677,0.7399893219434063,,,,
1998-04-20,0.75,,,,,,,
1998-04-21,0.8412698412698413,,,,,,,
1998-04-22,0.7210884353741497,,,,,,,
1998-04-23,0.6979166666666666,,,,,,,
1998-04-26,,,0.7426900584795322,,,,,
1998-04-30,,,,,0.7530360342424846,,,
1998-05-03,,,,0.7426900584795322,,,,
1998-06-30,,,,,,0.7530360342424846,,
1998-09-30,,,,,,,0.7530360342424846,
1998-12-31,,,,,,,,0.7669369216402071
