,gender,datetime,calculated_value
0,F,1997-09-20,0.7637795275590551
1,F,1997-09-30,0.7530864197530864
2,F,1997-10-10,0.8368915456874466
3,F,1997-10-20,0.7855477855477856
4,F,1997-10-30,0.767175572519084
5,F,1997-11-09,0.8323207776427703
6,F,1997-11-19,0.8767791785278568
7,F,1997-11-29,0.7707889125799574
8,F,1997-12-09,0.8535353535353535
9,F,1997-12-19,0.822477650063857
10,F,1997-12-29,0.7948717948717948
11,F,1998-01-08,0.8054862842892768
12,F,1998-01-18,0.6025544703230654
13,F,1998-01-28,0.7497879558948262
14,F,1998-02-07,0.8121387283236994
15,F,1998-02-17,0.7724189902034665
16,F,1998-02-27,0.7830769230769231
17,F,1998-03-09,0.7017543859649122
18,F,1998-03-19,0.7541729893778453
19,F,1998-03-29,0.7516430300933933
20,F,1998-04-08,0.6797066014669927
21,F,1998-04-18,0.7462365591397849
22,F,1998-04-18,0.7462365591397849
23,M,1997-09-20,0.7794117647058824
24,M,1997-09-30,0.8258599508599509
25,M,1997-10-10,0.811520737327189
26,M,1997-10-20,0.8325678496868476
27,M,1997-10-30,0.7465502675302732
28,M,1997-11-09,0.8418938656280428
29,M,1997-11-19,0.8431221020092736
30,M,1997-11-29,0.853841349156777
31,M,1997-12-09,0.8170765404807958
32,M,1997-12-19,0.8092830882352942
33,M,1997-12-29,0.7905982905982906
34,M,1998-01-08,0.7924297924297924
35,M,1998-01-18,0.7888123226591002
36,M,1998-01-28,0.7816874763526296
37,M,1998-02-07,0.7549623545516769
38,M,1998-02-17,0.7999443516972732
39,M,1998-02-27,0.7277486910994765
40,M,1998-03-09,0.8129074315514994
41,M,1998-03-19,0.7855499309710078
42,M,1998-03-29,0.7717669223523079
43,M,1998-04-08,0.7346938775510204
44,M,1998-04-18,0.7824897400820794
45,M,1998-04-18,0.7824897400820794
