male_time_decay,female_time_decay,check_points
0.8683630296543123,0,1997-09-20 05:05:10
0.9208776881582028,0.922898999226872,1997-09-20 06:05:10
0.9208776881582028,0.922898999226872,1997-09-20 07:05:10
0.9208776881582028,0.922898999226872,1997-09-20 08:05:10
0.9208776881582028,0.922898999226872,1997-09-20 09:05:10
0.9208776881582028,0.922898999226872,1997-09-20 10:05:10
0.9208776881582028,0.922898999226872,1997-09-20 11:05:10
0.9208776881582028,0.922898999226872,1997-09-20 12:05:10
0.9208776881582028,0.922898999226872,1997-09-20 13:05:10
0.9208776881582028,0.922898999226872,1997-09-20 14:05:10
0.9208776881582028,0.922898999226872,1997-09-20 15:05:10
0.9864484183779181,0.922898999226872,1997-09-20 16:05:10
0.9864484183779181,0.922898999226872,1997-09-20 17:05:10
0.9968168988424374,0.922898999226872,1997-09-20 18:05:10
0.961799913650701,0.922898999226872,1997-09-20 19:05:10
0.9192038003929145,0.922898999226872,1997-09-20 20:05:10
0.9154484700585475,0.8691957412318123,1997-09-20 21:05:10
0.8532049295332526,0.7428259016401261,1997-09-20 22:05:10
0.8369169083536229,0.7428259016401261,1997-09-20 23:05:10
0.8064900812680609,0.7428259016401262,1997-09-21 00:05:10
0.8064900812680609,0.7428259016401262,1997-09-21 01:05:10
0.8064900812680609,0.7428259016401262,1997-09-21 02:05:10
0.800259819852665,0.7428259016401262,1997-09-21 03:05:10
0.8069500186806996,0.7428259016401262,1997-09-21 04:05:10
0.809452508612517,0.7428259016401262,1997-09-21 05:05:10
0.7828690639050472,0.7428259016401262,1997-09-21 06:05:10
0.7828690639050472,0.7428259016401262,1997-09-21 07:05:10
0.7854150917835465,0.7428259016401262,1997-09-21 08:05:10
0.7929265461382597,0.6590554456787875,1997-09-21 09:05:10
0.8081306916644254,0.7298415126556311,1997-09-21 10:05:10
0.7830107249692154,0.7247437573762399,1997-09-21 11:05:10
0.7775207284916364,0.7247437573762398,1997-09-21 12:05:10
0.7775207284916364,0.7247437573762398,1997-09-21 13:05:10
0.7775207284916364,0.7247437573762398,1997-09-21 14:05:10
0.7775207284916364,0.7247437573762398,1997-09-21 15:05:10
0.7102431043322707,0.7247437573762398,1997-09-21 16:05:10
0.6847911753607168,0.7247437573762398,1997-09-21 17:05:10
0.6847911753607168,0.7247437573762398,1997-09-21 18:05:10
0.7477399847049461,0.7247437573762398,1997-09-21 19:05:10
0.7901147428852724,0.7247437573762398,1997-09-21 20:05:10
0.7794236750060551,0.7247437573762398,1997-09-21 21:05:10
0.8031530694053169,0.7247437573762398,1997-09-21 22:05:10
0.7985639490671229,0.7247437573762398,1997-09-21 23:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 00:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 01:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 02:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 03:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 04:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 05:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 06:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 07:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 08:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 09:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 10:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 11:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 12:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 13:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 14:05:10
0.7985639490671229,0.7247437573762398,1997-09-22 15:05:10
0.39813347185969167,0.7247437573762398,1997-09-22 16:05:10
0.39813347185969167,0.7247437573762398,1997-09-22 17:05:10
0.4341614851550628,0.7247437573762398,1997-09-22 18:05:10
0.6040720500455437,0.7247437573762398,1997-09-22 19:05:10
0.6503811754419111,0.7896773881833942,1997-09-22 20:05:10
0.6503811754419111,0.8391730237820398,1997-09-22 21:05:10
0.6503811754419111,0.8391730237820398,1997-09-22 22:05:10
0.7121894501031882,0.8391730237820397,1997-09-22 23:05:10
0.7179492954416672,0.8478336228658373,1997-09-23 00:05:10
0.7179492954416672,0.8478336228658373,1997-09-23 01:05:10
0.7179492954416672,0.8478336228658373,1997-09-23 02:05:10
0.6906246775137725,0.8478336228658373,1997-09-23 03:05:10
0.6906246775137725,0.8478336228658373,1997-09-23 04:05:10
0.6906246775137725,0.7491680357252893,1997-09-23 05:05:10
0.6906246775137725,0.7491680357252893,1997-09-23 06:05:10
0.6906246775137725,0.7491680357252893,1997-09-23 07:05:10
0.6906246775137725,0.7491680357252893,1997-09-23 08:05:10
0.6767805007766904,0.7491680357252893,1997-09-23 09:05:10
0.7261316260381406,0.7491680357252893,1997-09-23 10:05:10
0.7261316260381406,0.7491680357252893,1997-09-23 11:05:10
0.7261316260381406,0.7491680357252893,1997-09-23 12:05:10
0.7261316260381406,0.7491680357252893,1997-09-23 13:05:10
0.7261316260381406,0.7491680357252893,1997-09-23 14:05:10
0.7261316260381406,0.7491680357252893,1997-09-23 15:05:10
0.7261316260381406,0.7491680357252893,1997-09-23 16:05:10
0.7900065943623773,0.7491680357252894,1997-09-23 17:05:10
0.7900065943623773,0.7491680357252894,1997-09-23 18:05:10
0.7126013359690437,0.7491680357252894,1997-09-23 19:05:10
0.6826738990790491,0.7491680357252893,1997-09-23 20:05:10
0.6503996177675317,0.7491680357252893,1997-09-23 21:05:10
0.6752796525341744,0.8676618059431406,1997-09-23 22:05:10
0.7589518905112235,0.6890480640544525,1997-09-23 23:05:10
0.7589518905112235,0.6890480640544525,1997-09-24 00:05:10
0.7614975107435401,0.6890480640544525,1997-09-24 01:05:10
0.7646955274174891,0.6890480640544525,1997-09-24 02:05:10
0.7059584517597537,0.6890480640544525,1997-09-24 03:05:10
0.7059584517597537,0.6890480640544525,1997-09-24 04:05:10
0.8070050786711717,0.6890480640544525,1997-09-24 05:05:10
0.7899603886080557,0.6890480640544524,1997-09-24 06:05:10
0.7899603886080557,0.6890480640544524,1997-09-24 07:05:10
0.7899603886080557,0.6890480640544524,1997-09-24 08:05:10
0.8009092029965212,0.6890480640544526,1997-09-24 09:05:10
0.8009092029965212,0.6890480640544526,1997-09-24 10:05:10
0.8009092029965212,0.6890480640544526,1997-09-24 11:05:10
0.8009092029965212,0.6890480640544526,1997-09-24 12:05:10
0.8009092029965212,0.6890480640544526,1997-09-24 13:05:10
0.8377446477565542,0.6890480640544525,1997-09-24 14:05:10
0.8395970216523517,0.6890480640544524,1997-09-24 15:05:10
0.8395970216523517,0.6890480640544524,1997-09-24 16:05:10
0.7980270967819968,0.6890480640544524,1997-09-24 17:05:10
0.7844570617502858,0.6890480640544524,1997-09-24 18:05:10
0.8013023960603479,0.6890480640544525,1997-09-24 19:05:10
0.7871068986185437,0.6890480640544525,1997-09-24 20:05:10
0.7698377670978577,0.9977696247490314,1997-09-24 21:05:10
0.6659927431614557,0.9977696247490314,1997-09-24 22:05:10
0.6689206489922221,0.9977696247490314,1997-09-24 23:05:10
0.6810012825753476,0.9977696247490315,1997-09-25 00:05:10
0.7252790503768358,0.9977696247490314,1997-09-25 01:05:10
0.7997332506717987,0.9977696247490314,1997-09-25 02:05:10
0.7997332506717987,0.9977696247490314,1997-09-25 03:05:10
0.8097393873514799,0.9977696247490315,1997-09-25 04:05:10
0.8122638663590773,0.9977696247490314,1997-09-25 05:05:10
0.8122638663590773,0.9977696247490314,1997-09-25 06:05:10
