male_time_decay,female_time_decay
0.9270833333333334,0.9213483146067416
0.8339792474059257,0.8018339276617422
0.8132494550261995,0.7658442780573628
0.7949863280309267,0.7658442780573627
0.7220067472027991,0.8093182480537345
0.7197679476784671,0.7798494552572788
0.7245457325862706,0.7777832965531482
0.7511925279341048,0.777783296553148
0.744446469985416,0.7831686961019507
0.764307246443429,0.7831686961019507
0.7617703543786697,0.7831686961019508
0.7811091223063438,0.763569729039704
0.7770292189003402,0.75844039678166
0.7781749197197169,0.7505064612777423
0.7914324418754088,0.7505064612777422
0.7886005544160635,0.7430705246599536
0.793205356281584,0.7069011304863793
0.8183945364049817,0.7389159247891485
0.8194530142509197,0.7389159247891486
0.8191171907479446,0.7430917082705507
0.838007271718528,0.7437806551949561
0.8395008507994782,0.7439142280819933
0.8449483268287874,0.7053986509714031
0.8128225345914811,0.7231414318643026
0.8295950371007835,0.727170512174666
0.8199599241505022,0.7309752507027796
0.8205629201176001,0.7923719020512886
0.8083852497105483,0.8242169691507535
0.8134472786621874,0.8242169691507535
0.8215345887614626,0.7256749156265371
0.827792068147737,0.7360685164385625
0.8282306243381486,0.7393915047600155
0.7903486796512361,0.79047378501662
0.8074356021530653,0.7919261021493663
0.8252970197249903,0.8473144216868558
0.8168767614972336,0.8545755339675384
0.8255691322399786,0.7351919320752504
0.8221306813895298,0.7351919320752504
0.8477456268109608,0.7273707967237838
0.8139870719244944,0.8443686708813419
0.8365041985642097,0.842611353879221
0.8421660259692849,0.8261950557021657
0.8416191657367382,0.8261950557021658
0.8402395336609403,0.8261950557021658
0.847940822390066,0.8265976734983167
0.8428104137125224,0.829541488846991
0.8420956043918502,0.819218984980038
0.8536521032035541,0.8327483304860533
0.8629741174700492,0.8508462210807154
0.8722112952185999,0.8508462210807153
0.8483762004488585,0.8269563300671999
0.8337986612593501,0.8269563300671999
0.8201683885757542,0.8269563300671999
0.7427314824701062,0.8287221556304427
0.7490745648176452,0.8258261529460281
0.7760358928078996,0.8258261529460281
0.7775400194216261,0.8258261529460281
0.7763878948404649,0.8183881062618308
0.794588025604449,0.8109686727419093
0.8088264486823362,0.7921156262542653
0.8067934031886188,0.7942306287071095
0.8021743943633121,0.7964802729230223
0.8400705862253588,0.7964802729230223
0.8336919271729983,0.8209997591990912
0.833450268889303,0.8209997591990911
0.8551486508009888,0.832748991131084
0.8627039557419637,0.8327489911310839
0.8415295502850633,0.8791194555389166
0.8004178985091069,0.8791194555389165
0.8018209507007,0.8507038874433883
0.8039464982424405,0.8657748965723383
0.8407939121810648,0.7768459360013958
0.8329838752439794,0.7768459360013958
0.8195603867685574,0.7768459360013958
0.8252276456098719,0.7768459360013958
0.8270350518113369,0.7768459360013958
0.8410394800835777,0.7768459360013958
0.8397854771995683,0.776845936001396
0.8259246280725218,0.7768459360013958
0.8261618329223167,0.776845936001396
0.8520997746621441,0.776845936001396
0.8616170890660245,0.7768459360013958
0.8802301182613864,0.4935733312585014
0.8492817299049088,0.6670262560033628
0.8632251371075936,0.6670262560033628
